"err"	"xerr"	"yerr"	"rep"	"sigma"	"skew"
<<<<<<< HEAD
2.03316655607116	-0.39511245570728	-0.170758529301546	"0"	"0.4"	"0.6"
2.03138497734353	0.0418499171589854	0.00312973501907101	"0"	"0.4"	"0.7"
1.94773185747952	0.108151554413199	-0.0829020295416549	"0"	"0.4"	"0.8"
2.37683725065077	-0.304366947111274	0.0742423892667794	"0"	"0.4"	"0.9"
1.46404746692096	0.0371467125391547	-0.331703569543101	"0"	"0.4"	"0"
1.5571459551154	-0.249450223052863	-0.279430812648657	"0"	"0.4"	"0.6"
1.91495338988585	0.190174308298331	-0.137574789061352	"0"	"0.4"	"0.7"
2.04170676034887	0.0206204190168917	-0.456896090310738	"0"	"0.4"	"0.8"
2.7281600337717	0.318792477659869	-0.498831593978171	"0"	"0.4"	"0.9"
1.35457818134609	0.397452615637705	0.0266996582377063	"0"	"0.4"	"0"
1.87479534385084	0.103007056101452	0.195855764354381	"0"	"0.4"	"0.6"
2.14866374909022	-0.266091936486922	0.222208764712861	"0"	"0.4"	"0.7"
2.16627600928579	0.18082061249723	-0.125009580585809	"0"	"0.4"	"0.8"
2.47481093248043	-0.238470874337097	0.574127991197957	"0"	"0.4"	"0.9"
1.49320270760184	0.323622955977509	0.11300207025868	"0"	"0.4"	"0"
1.87642125657143	0.167531514763522	0.29322696778719	"0"	"0.4"	"0.6"
2.22039867550533	0.0612547541802114	0.0838312755804828	"0"	"0.4"	"0.7"
2.20789457901074	0.792660219198701	0.210456955609769	"0"	"0.4"	"0.8"
2.27305391389149	0.188308304661361	-0.29030773036095	"0"	"0.4"	"0.9"
1.70114228827905	0.384199129590405	-0.298770749434108	"0"	"0.4"	"0"
1.84440974619323	-0.134989919732369	0.0404674527550678	"0"	"0.4"	"0.6"
1.91312002762377	-0.518851843781862	-0.0916758870270853	"0"	"0.4"	"0.7"
2.2750823138814	-0.129764840794333	0.426768817491613	"0"	"0.4"	"0.8"
2.81705246475067	-0.332967327048606	0.654059130964121	"0"	"0.4"	"0.9"
1.47804116270459	-0.126507904910393	-0.302056686789866	"0"	"0.4"	"0"
1.79024129090623	0.0117670575459153	0.333241963121395	"0"	"0.4"	"0.6"
1.8140596848699	0.342512912002702	-0.209403377001594	"0"	"0.4"	"0.7"
1.84996951580638	0.241047737325179	-0.153933516185743	"0"	"0.4"	"0.8"
2.45993721729611	0.277791748045095	-0.271615613292848	"0"	"0.4"	"0.9"
1.43106163029981	0.34799076009936	-0.095508215600487	"0"	"0.4"	"0"
1.86585050129769	0.0794710649537707	-0.068964159847955	"0"	"0.4"	"0.6"
2.05958954092152	0.170870938739231	-0.275801443048577	"0"	"0.4"	"0.7"
2.34322805155109	0.779978274399952	-0.172382073341791	"0"	"0.4"	"0.8"
2.63054539528569	0.439171834729037	-0.627700796877335	"0"	"0.4"	"0.9"
1.5004522521118	0.489847555131465	-0.294955143564753	"0"	"0.4"	"0"
1.75058059529675	0.0636168021790638	-0.37973861534628	"0"	"0.4"	"0.6"
1.98442742442686	0.206188389638383	0.444260942743209	"0"	"0.4"	"0.7"
2.13579429238292	-0.00801437370092393	-0.241777233008465	"0"	"0.4"	"0.8"
2.35604447316723	-0.0906319612492318	0.191842228812465	"0"	"0.4"	"0.9"
1.56655242947943	0.0451005444032613	-0.179864693114545	"0"	"0.4"	"0"
2.09990468130926	0.259692000769574	0.364768879852167	"0"	"0.4"	"0.6"
2.11542939788905	-0.177975086298275	0.350808421135536	"0"	"0.4"	"0.7"
1.98706503449244	0.0138415910331458	-0.0651205471681322	"0"	"0.4"	"0.8"
