	sampleID	x	y
379	tsk_9979	33.37010785249284	6.353025241222818
14	tsk_2133		
391	tsk_10624	48.88321535169717	2.867862307416794
27	tsk_703	3.797006002119164	6.882078586225269
99	tsk_2373	13.34375970824397	13.400082508267442
13	tsk_372	40.75080605415982	25.755390733745237
55	tsk_1410	1.4477433056129028	41.57491797493754
131	tsk_3369	18.48080080222492	48.75308037005095
9	tsk_212	38.49581689709856	1.100589173181668
296	tsk_7784	42.11954891741347	31.59882728124808
185	tsk_4976	29.80654468352558	25.943122012771347
173	tsk_4647	19.68461235824113	44.55325525293243
233	tsk_6024	30.880107467745564	29.684322300117305
3	tsk_480		
244	tsk_6568	49.68471824136929	23.426121508267048
31	tsk_801	47.94186051342341	42.732520345211945
274	tsk_7310	41.42951466400144	35.00770977936954
269	tsk_7207	49.27338446345605	6.865192464560167
288	tsk_7672	17.471612965642496	37.65138855973751
407	tsk_11112	17.583510140446847	8.973445819649362
112	tsk_2719	22.600159542587804	48.35185153627347
20	tsk_556	13.392166745071638	41.23000662951562
394	tsk_10847	1.44745592405365	46.30107636089093
45	tsk_9839		
44	tsk_1154	10.172835909902949	48.75172200574785
80	tsk_2056	27.71793533680464	33.65656299787976
15	tsk_392	48.35624384610815	17.522173061790156
235	tsk_6066	3.0872254346981816	33.413514277948586
413	tsk_11361	49.457706556009306	49.43588668915632
35	tsk_923	26.26391369102483	0.9980566571625836
306	tsk_8128	29.94619848991541	33.984874506588206
425	tsk_11520	26.91406940174669	16.460543935295377
61	tsk_1568	38.00861016376638	21.162248636728428
169	tsk_4432	42.86493513835906	35.713940831830804
37	tsk_1000	17.690493032721747	45.83722224508139
119	tsk_2921	34.1945603218725	25.830516475298232
22	tsk_4286		
87	tsk_2220	6.352077215613968	25.259355963175963
75	tsk_1880	2.129379727416822	48.91112200523346
103	tsk_2425	8.646569037666278	26.220705149888506
246	tsk_6646	26.720778311657583	19.03873445806561
325	tsk_8789	15.777467593471778	25.64675791217564
72	tsk_1819	32.540860984141766	31.053555345530533
32	tsk_6254		
420	tsk_11424	43.89537152594177	32.50249987292137
63	tsk_1598	48.954158524093295	23.58167436933019
231	tsk_6010	17.670303051984874	20.540451501818776
1	tsk_39	28.964421227392243	47.38789461380233
15	tsk_2537		
356	tsk_9481	6.909864912274898	43.704500325695925
389	tsk_10472	45.17083472300834	43.22007453980246
35	tsk_6590		
25	tsk_671	19.546254585925876	36.05694400498885
351	tsk_9352	33.9338223335353	34.09966811614142
334	tsk_9010	17.98998373140761	14.303271245621152
396	tsk_10883	24.547739217762164	14.83061769309082
127	tsk_3198	14.841645895604916	13.429263530526075
206	tsk_5484	3.8924511332656433	12.570731964157527
352	tsk_9387	7.661846237755894	0.4094928695004445
243	tsk_6535	30.89316564936756	24.973574819667583
174	tsk_4658	42.89151408675144	48.61707669690823
138	tsk_3539	28.53166985001154	2.453515294679661
264	tsk_7124	5.827868575238352	9.0957952155421
81	tsk_2073	6.75666470924952	46.725335007779314
110	tsk_2646	16.65797828269685	24.227882686974567
384	tsk_10229	20.29897700677944	16.32523135986351
353	tsk_9412	44.00014002929691	37.10644352597592
36	tsk_992	47.92263566504026	1.7002726971290276
30	tsk_5562		
214	tsk_5633	16.58395692216856	43.35443437020143
22	tsk_622	6.426102157971629	1.241129448013081
368	tsk_9725	35.41315903547934	4.199561840108402
381	tsk_10042	23.25083870593762	3.9440967094032287
336	tsk_9069	23.1045998370291	23.601573867668623
142	tsk_3670	4.0458350317361695	26.444008598216225
117	tsk_2854	49.066377949155005	6.58165785666635
141	tsk_3669	31.413861221050063	35.6081075150076
404	tsk_11031	35.70151768452384	43.67384090943805
258	tsk_6936	2.1327419802095715	8.121864958161488
354	tsk_9423	9.451400990486023	2.9600413636879277
411	tsk_11282	49.19755501703212	30.96200009028044
40	tsk_8908		
272	tsk_7248	34.09288866061839	33.13808961928074
213	tsk_5621	30.207062828625865	43.193548654868586
157	tsk_4109	4.612806256019245	6.283050149881724
79	tsk_2041	44.43911721761861	48.11626913430469
153	tsk_4040	45.67330380679767	24.422576676650184
115	tsk_2814	39.90294651933238	38.30048188015362
410	tsk_11210	34.31637033083285	10.72094030888791
161	tsk_4178	43.90284792349683	30.53545809952272
184	tsk_4904	23.49509242706168	28.05177364608463
359	tsk_9538	26.73875668086514	6.279921324291591
364	tsk_9704	49.05485164248102	43.88189324944975
32	tsk_808	7.774704939246702	48.59258266839109
205	tsk_5477	35.766756551566495	16.588941604175567
326	tsk_8793	15.756867847586252	33.263749508938766
431	tsk_11698	35.527364421881586	24.03294079473113
195	tsk_5145	37.56891045883693	39.6877438501006
146	tsk_3889	17.93917092796966	5.388388867484549
289	tsk_7694	18.73868519707998	31.47093668689284
182	tsk_4850	40.14213579580608	28.875213848397426
27	tsk_4981		
54	tsk_1401	24.73658640626656	27.52084361002666
345	tsk_9304	3.259571825805576	19.29716622305988
0	tsk_27		
365	tsk_9714	48.691222087531095	16.835304219549194
427	tsk_11551	45.310016518151365	33.34761926301195
116	tsk_2831	31.107064585796905	4.285225004604776
31	tsk_6100		
249	tsk_6694	11.90040296186768	4.349823068063686
287	tsk_7569	26.21032624724722	43.60137176814733
301	tsk_7940	39.53521001100642	10.76417987646736
129	tsk_3320	22.8221618357814	18.117755581048783
220	tsk_5790	22.214331482147557	42.58502827470146
225	tsk_5899	33.09903650121382	22.69477991752469
223	tsk_5852	14.572807433319689	19.260828514382908
216	tsk_5648	2.461430814314335	39.17558316824768
98	tsk_2323	13.010870039353758	2.053069395608349
315	tsk_8473	44.25687091944834	46.11523696578588
428	tsk_11554	38.70678031664681	9.857896676028837
66	tsk_1699	32.67622855558018	43.10159607228869
200	tsk_5215	33.15887501379401	18.561919602653028
125	tsk_3120	24.899857954736767	16.993875772020576
179	tsk_4751	46.8687703058741	40.29713671130576
181	tsk_4814	21.26488555330136	14.033957039019455
2	tsk_192		
275	tsk_7362	3.863981291530868	43.65082110917132
291	tsk_7740	1.8553060574906044	26.869456500703063
273	tsk_7267	37.57139851375586	25.64575022701636
417	tsk_11398	1.3294949536560814	45.38246470672508
165	tsk_4336	24.339896799664142	49.33711170291807
314	tsk_8471	15.423392978977764	28.95876112325962
97	tsk_2317	43.30472120857333	13.62578187372501
392	tsk_10627	22.75771901401318	46.93785676535635
189	tsk_5061	28.629173969559982	28.736710362901004
3	tsk_97	18.664300617214355	6.507965196862606
422	tsk_11483	22.598003966954074	21.474067880176243
14	tsk_391	1.0469706593713082	16.65445894343701
232	tsk_6023	11.26396587955845	13.383835270349046
373	tsk_9842	17.33114121916012	43.47632508766159
193	tsk_5110	45.58283235148723	6.53020346885587
101	tsk_2394	17.226617845043528	11.2953621375318
