"err"	"xerr"	"yerr"	"rep"	"sigma"	"mu"	"skew"
20.9581795460754	-2.17935253701198	-4.81275246923532	"12"	"2.0"	"1.5"	"0"
14.7764031706553	-1.18790668930729	0.821394997607725	"13"	"0.75"	"0.5"	"0"
17.558243873347	6.45345567563072	-4.72557531636351	"13"	"1.25"	"0.5"	"0"
24.1010951250917	-5.08220467592987	-8.89493410584292	"13"	"1.25"	"1.0"	"0"
19.1330097757162	-2.80143079848983	0.510782908047834	"13"	"1.25"	"1.5"	"0"
21.7695639763837	-4.37173203033924	-0.293371113756613	"13"	"2.0"	"0.5"	"0"
19.1653272933083	-8.39986782579851	-0.278438302878295	"13"	"2.0"	"1.0"	"0"
20.8201206760085	-6.76939925160695	0.0469934922360008	"13"	"2.0"	"1.5"	"0"
25.7535589666673	-18.11130903094	-14.8311075143002	"14"	"0.75"	"0.0"	"0"
18.9132806998607	-7.67156355825069	0.664181056592511	"14"	"0.75"	"0.5"	"0"
18.9056961036781	-8.59350130554495	3.01633311051468	"14"	"1.25"	"0.5"	"0"
20.3427008911918	-2.81626906910077	3.21599921637243	"14"	"1.25"	"1.0"	"0"
17.5491289774258	-5.08255907555723	0.722591904776954	"14"	"1.25"	"1.5"	"0"
22.9324869516946	-8.52392039463281	5.89949893630825	"14"	"2.0"	"0.5"	"0"
21.3831008228084	-8.01692579905848	-0.529462112071305	"14"	"2.0"	"1.0"	"0"
20.0686298112316	1.82799459952441	-4.49331517778637	"14"	"2.0"	"1.5"	"0"
21.3145757991562	0.194626281421973	-0.405550799659049	"15"	"0.75"	"0.0"	"0"
22.4544607154871	-4.98702857032921	-5.58249862575075	"15"	"0.75"	"0.5"	"0"
21.477393598602	-7.38569858822974	-0.46095324627495	"15"	"1.25"	"0.5"	"0"
20.3224907405938	-5.13204812846524	0.288109564574523	"15"	"1.25"	"1.0"	"0"
18.2971771543488	-1.70962220543951	-5.9148832735581	"15"	"1.25"	"1.5"	"0"
21.6445516416037	-2.94223603347654	-6.2599098707489	"15"	"2.0"	"0.5"	"0"
19.9436498744334	-5.89616787358175	1.66925848096822	"15"	"2.0"	"1.0"	"0"
27.0383826797337	-3.34038901455104	-2.31705029809891	"15"	"2.0"	"1.5"	"0"
15.6696551708201	-10.1487465040994	-2.55693723931166	"16"	"0.75"	"0.0"	"0"
25.8599949232836	-5.55627884469627	-17.2941408273185	"16"	"0.75"	"0.5"	"0"
23.5001429643998	-6.07969496545975	-6.57045657927421	"16"	"1.25"	"0.5"	"0"
25.0564016623368	-1.6960421989595	0.870297298406739	"16"	"1.25"	"1.0"	"0"
17.873869895721	-2.87203038291116	-2.13538581972197	"16"	"1.25"	"1.5"	"0"
21.2660535377568	-2.3037018866394	-8.55286982318744	"16"	"2.0"	"1.0"	"0"
20.7413579840609	-3.41263287981966	-4.12465676701317	"16"	"2.0"	"1.5"	"0"
17.9249065455021	2.52472087441016	-3.57678040863113	"17"	"0.75"	"0.0"	"0"
17.9287275374107	3.30981308203464	-3.06708756306767	"17"	"0.75"	"0.5"	"0"
18.7163799543155	-5.45031290282007	-0.743339367146163	"17"	"1.25"	"0.5"	"0"
21.7043862326137	-1.4433494085296	0.794060271686463	"17"	"1.25"	"1.0"	"0"
22.4728934902131	0.703949019070503	3.79033904456892	"17"	"1.25"	"1.5"	"0"
19.5333868120898	3.58222260615686	6.58304869587094	"17"	"2.0"	"0.5"	"0"
23.9969355939466	-12.6384902258278	-3.23583438193074	"17"	"2.0"	"1.0"	"0"
20.9505136597718	0.0532182789559185	-1.62666678337395	"17"	"2.0"	"1.5"	"0"
20.8032940062828	-6.78240546987069	19.6666219151666	"18"	"0.75"	"0.0"	"0"
26.0559754643356	-1.14530999824573	-12.5086902959166	"18"	"0.75"	"0.5"	"0"
19.4055105803453	-9.80912699331674	-6.91718677831294	"18"	"1.25"	"0.5"	"0"
18.0607824380993	-2.41067150040568	-2.79464989671795	"18"	"1.25"	"1.0"	"0"
19.7263913824197	-0.507404114110845	0.404203034180533	"18"	"1.25"	"1.5"	"0"
17.3000758891718	-2.3447233525585	-4.98779908276262	"18"	"2.0"	"0.5"	"0"
24.8323561461047	-8.42942404479319	4.83001728480047	"18"	"2.0"	"1.0"	"0"
19.5276392565514	-7.25352541116453	-0.851044704441374	"18"	"2.0"	"1.5"	"0"
28.4130768743513	-19.692343925704	-19.6544712775025	"19"	"0.75"	"0.0"	"0"
22.7478321536389	6.89162184032126	-9.4010812442434	"19"	"0.75"	"0.5"	"0"
28.1259670432648	-6.02329816304959	10.4182250212059	"19"	"1.25"	"0.5"	"0"
21.3417435841386	-9.4966587617536	-0.825191491010987	"19"	"1.25"	"1.0"	"0"
20.2487124488417	-9.52713136480386	3.04553664951548	"19"	"1.25"	"1.5"	"0"
16.7910749910327	-8.00349434307045	3.75992596941612	"19"	"2.0"	"0.5"	"0"
18.4437044599277	-3.74747634370839	1.19571491832307	"19"	"2.0"	"1.0"	"0"
18.2373952133303	-1.86930679382862	1.34258309424318	"19"	"2.0"	"1.5"	"0"
22.7897384609314	12.6634707316393	-3.24534947146688	"1"	"0.75"	"0.0"	"0"
20.7136204694195	-5.95871356885359	0.557720910379543	"1"	"0.75"	"0.5"	"0"
26.1432964459125	-6.34063169421694	3.82666862087191	"1"	"1.25"	"0.5"	"0"
20.1880475155661	3.84555621748475	-1.87162687333164	"1"	"1.25"	"1.0"	"0"
20.3162731854414	-3.62332543598585	-1.5027337756344	"1"	"2.0"	"0.5"	"0"
19.9931257143706	7.08538659800849	-4.07320906244255	"1"	"2.0"	"1.0"	"0"
17.1708005695116	-2.6414869966429	-4.70260860814256	"1"	"2.0"	"1.5"	"0"
13.2983114272367	-6.21451192223307	-6.52239888037292	"20"	"0.75"	"0.0"	"0"
17.5097029278626	-7.46274554743459	1.55044318692112	"20"	"0.75"	"0.5"	"0"
23.4074504793401	-20.9595819930113	-10.2211220781961	"20"	"1.25"	"0.5"	"0"
18.8065406127727	-6.67136016056203	-0.906016388761836	"20"	"1.25"	"1.0"	"0"
17.9212791549315	-3.54844480403874	-0.516476469544586	"20"	"1.25"	"1.5"	"0"
16.9267052784792	1.9843118930089	3.73981836130994	"20"	"2.0"	"1.5"	"0"
18.9096869777972	-0.28070977398461	-16.0805345794126	"21"	"0.75"	"0.0"	"0"
17.487591914763	-1.85935452889969	0.517174061465367	"21"	"0.75"	"0.5"	"0"
20.6687236833479	0.0735223978658577	2.74148672406815	"21"	"1.25"	"0.5"	"0"
20.2339156278899	2.32393185014906	-9.69664768849967	"21"	"1.25"	"1.0"	"0"
19.5870048557604	-7.50608200806135	-4.34467881185726	"21"	"1.25"	"1.5"	"0"
19.0254312620955	-5.51439956842568	-7.85179445415698	"21"	"2.0"	"0.5"	"0"
22.0757731374702	-4.17405707623985	0.779104311668502	"21"	"2.0"	"1.5"	"0"
17.9234090952084	1.66112683752571	-2.63138096342531	"22"	"0.75"	"0.5"	"0"
21.1896153049517	-1.34514502951613	-12.6502221993733	"22"	"1.25"	"0.5"	"0"
19.8635477664621	5.04131908836098	-0.570276056231518	"22"	"1.25"	"1.0"	"0"
17.5091715090953	-5.23698865785906	-4.41225357366679	"22"	"1.25"	"1.5"	"0"
20.0519534672837	-0.870340084019567	6.84853766474116	"22"	"2.0"	"0.5"	"0"
17.5973609521395	-0.251743655392733	-2.25420111751808	"22"	"2.0"	"1.0"	"0"
16.8942667707476	1.69855769378383	-6.72712104681854	"22"	"2.0"	"1.5"	"0"
13.03022642657	-0.574305886559205	3.6119479908562	"23"	"0.75"	"0.0"	"0"
16.592985116255	5.89403627462215	2.13455514040657	"23"	"0.75"	"0.5"	"0"
19.5086331392338	1.46494652501255	7.45142733270406	"23"	"1.25"	"0.5"	"0"
21.2489398537414	-11.1050243461644	-2.95079213943691	"23"	"1.25"	"1.0"	"0"
16.408368077272	-9.25596012552434	3.85393177972344	"23"	"1.25"	"1.5"	"0"
20.7632705241944	2.03048167246459	-6.39858086657991	"23"	"2.0"	"0.5"	"0"
23.5714760782268	-9.43892180512437	2.01308951057958	"23"	"2.0"	"1.0"	"0"
19.6411174788395	1.53550326411276	1.5183676869669	"23"	"2.0"	"1.5"	"0"
21.1896023072097	-0.775267260124321	-4.12861980584941	"24"	"0.75"	"0.5"	"0"
19.1353635190789	5.68956012030135	10.590308875381	"24"	"1.25"	"0.5"	"0"
19.8708791432036	5.27075258051396	7.22356831565151	"24"	"1.25"	"1.0"	"0"
19.6821497064683	-8.43380392549331	9.37348953031191	"24"	"1.25"	"1.5"	"0"
22.2381418678349	-9.35516793682208	-1.52924899336293	"24"	"2.0"	"0.5"	"0"
16.8704811461836	-4.61766044031442	0.0587596062888966	"24"	"2.0"	"1.0"	"0"
19.663930795246	-3.31773258267521	-3.2326928066935	"24"	"2.0"	"1.5"	"0"
20.2814660260667	-7.26189847618235	-4.08570138447007	"25"	"0.75"	"0.0"	"0"
20.6087351544631	-9.05433750279349	-14.1192999877465	"25"	"0.75"	"0.5"	"0"
17.3005964425841	-7.80390864515207	10.8204268894739	"25"	"1.25"	"0.5"	"0"
16.3724460607166	-1.97849802205962	0.439847809076862	"25"	"1.25"	"1.0"	"0"
22.3773670507233	-10.0505393348073	4.28374574483281	"25"	"1.25"	"1.5"	"0"
17.414516341475	-4.95092100164289	4.20877044447953	"25"	"2.0"	"0.5"	"0"
20.920661903866	-2.44242893147253	-2.23288437826466	"25"	"2.0"	"1.0"	"0"
19.4287209106742	-9.97998847500305	-6.68782859201278	"25"	"2.0"	"1.5"	"0"
18.4692079576487	9.39553031478963	-1.15349333883704	"26"	"0.75"	"0.0"	"0"
25.6495609885525	-18.6749249288693	1.63037067304805	"26"	"0.75"	"0.5"	"0"
19.878976727957	-6.26021982561742	-1.60434246017777	"26"	"1.25"	"0.5"	"0"
19.1583799720921	-10.7325805437036	-0.0681056743662184	"26"	"1.25"	"1.0"	"0"
19.8149590563115	-3.28653490045117	-6.83370961048843	"26"	"1.25"	"1.5"	"0"
18.4119200930832	1.20549593005546	-0.97456164093766	"26"	"2.0"	"0.5"	"0"
17.5917774758298	-2.26908210457041	-5.60888114440741	"26"	"2.0"	"1.5"	"0"
18.1349360902973	-5.41327811522328	0.622201604754943	"27"	"0.75"	"0.0"	"0"
24.0036538797618	5.07542887074435	-3.47180322365582	"27"	"0.75"	"0.5"	"0"
19.7847690422659	-6.55561032310708	-2.94697711394945	"27"	"1.25"	"0.5"	"0"
20.3080418434966	-3.59902195095368	-9.66744970038913	"27"	"1.25"	"1.0"	"0"
16.0607970485326	3.46095433191083	-5.01818671268982	"27"	"1.25"	"1.5"	"0"
17.4037940856919	-8.84521041922658	-5.77865051328652	"27"	"2.0"	"0.5"	"0"
16.8814741198399	6.59242769717549	2.12980646077961	"27"	"2.0"	"1.0"	"0"
21.8750638785903	-2.60649832227505	-6.22243206356647	"27"	"2.0"	"1.5"	"0"
26.6300549367953	-6.69494252670701	0.162134177873314	"28"	"0.75"	"0.0"	"0"
16.7523952444561	3.34043912640464	3.03368652068541	"28"	"0.75"	"0.5"	"0"
16.6102044242824	-4.59515443185433	11.8061861535496	"28"	"1.25"	"0.5"	"0"
17.1405511210669	2.81467542597601	4.03643728368534	"28"	"1.25"	"1.0"	"0"
20.0491470490513	-8.30089325052478	-0.546335799467266	"28"	"1.25"	"1.5"	"0"
23.3926794655398	-12.2716076003484	-9.4513192058464	"28"	"2.0"	"0.5"	"0"
17.470847831155	6.49866190941767	-5.28772333370257	"28"	"2.0"	"1.0"	"0"
17.820327601946	-1.80337340099736	-3.29943799733531	"28"	"2.0"	"1.5"	"0"
20.7366807753004	-8.05542781561124	-7.60777760676894	"29"	"0.75"	"0.0"	"0"
20.1147042913995	-0.238920630379139	3.93495084687034	"29"	"0.75"	"0.5"	"0"
23.0964358027918	-14.7167612508775	7.03384616005617	"29"	"1.25"	"0.5"	"0"
16.0588831317775	2.93750350579539	2.85501985443524	"29"	"1.25"	"1.0"	"0"
18.6905409491084	-5.56107861556742	-4.20122644582901	"29"	"1.25"	"1.5"	"0"
18.6452787929424	-1.63761602409916	-2.08408481367466	"29"	"2.0"	"0.5"	"0"
18.6221148635439	-2.72946347628278	-9.65467176822635	"29"	"2.0"	"1.0"	"0"
19.5296666221068	-11.0698019752578	4.16809003147017	"29"	"2.0"	"1.5"	"0"
13.2645135734408	-6.94423031986396	3.94316883232258	"2"	"0.75"	"0.5"	"0"
20.7271924329529	1.98050755701297	-5.40595244906434	"2"	"1.25"	"0.5"	"0"
23.5231229773462	-9.94204385265978	4.6543714676249	"2"	"1.25"	"1.0"	"0"
19.2885541893213	1.87774322019293	-3.3307666013021	"2"	"1.25"	"1.5"	"0"
23.4899895712425	-18.0838089986897	2.78524726700832	"2"	"2.0"	"0.5"	"0"
20.740430137586	-6.87328716065622	-1.65773686318094	"2"	"2.0"	"1.0"	"0"
24.3044393468055	9.56994319520675	-0.401526438765653	"2"	"2.0"	"1.5"	"0"
25.6395689876585	6.00907733576173	-23.8515433624968	"30"	"0.75"	"0.0"	"0"
20.3309621228972	-9.95523400980674	-1.45129252232377	"30"	"0.75"	"0.5"	"0"
22.3797963477124	-3.15386537629993	-4.66717275480899	"30"	"1.25"	"0.5"	"0"
21.7330022280351	-5.46286648213384	-2.80709566001347	"30"	"1.25"	"1.0"	"0"
21.324986113587	-6.12531705350059	-2.50972497650665	"30"	"1.25"	"1.5"	"0"
24.3039857970826	-5.49159111793148	-8.93581081179168	"30"	"2.0"	"0.5"	"0"
18.8109227344071	-4.59612320920871	-1.66650912800457	"30"	"2.0"	"1.0"	"0"
19.0809672835172	0.110643293981295	-1.0210911005359	"30"	"2.0"	"1.5"	"0"
19.2232753942009	4.46027089326669	2.12502597716869	"31"	"0.75"	"0.0"	"0"
19.6929856652764	-5.41679426513807	-6.89322732649797	"31"	"0.75"	"0.5"	"0"
18.6231320091241	0.446334439643064	4.65425452911522	"31"	"1.25"	"0.5"	"0"
16.6227867569196	1.82359335319254	-1.38773597650586	"31"	"1.25"	"1.0"	"0"
18.7044850819826	-1.8140213663394	8.0098455978244	"31"	"1.25"	"1.5"	"0"
17.7843060113289	-2.00333463884753	-5.79979394506295	"31"	"2.0"	"0.5"	"0"
17.2004673438437	1.37269911678387	1.39615826538802	"31"	"2.0"	"1.0"	"0"
18.742842722985	-3.72758542967376	2.94536804955877	"31"	"2.0"	"1.5"	"0"
9.66441755124055	4.56656691317734	-4.11635397372621	"32"	"0.75"	"0.0"	"0"
14.7729265998079	4.42721346988974	-7.74846369817934	"32"	"0.75"	"0.5"	"0"
19.0518430161072	-3.68930129086106	2.68231655361782	"32"	"1.25"	"0.5"	"0"
23.9844504562639	-1.25742842029469	-0.164205495918475	"32"	"1.25"	"1.0"	"0"
21.2084975488709	-4.85844188384772	-2.88676868122138	"32"	"1.25"	"1.5"	"0"
17.3637548570018	-0.103650748427848	-10.039530635226	"32"	"2.0"	"0.5"	"0"
18.0487004266634	1.6512306272441	-1.85045579901318	"32"	"2.0"	"1.0"	"0"
19.1683700858223	0.788416093063378	-3.22221713915679	"33"	"0.75"	"0.0"	"0"
17.2688397562581	0.907440745735722	-1.9244716347671	"33"	"0.75"	"0.5"	"0"
19.9309913216132	-7.64854420690472	3.17645329486109	"33"	"1.25"	"0.5"	"0"
25.7894715425306	-7.21002383440012	0.608121345142177	"33"	"1.25"	"1.0"	"0"
18.0722498849987	-5.1804774873749	-0.0436528706709826	"33"	"1.25"	"1.5"	"0"
17.1950455165952	1.68944994899368	-5.24725498665064	"33"	"2.0"	"1.0"	"0"
16.4396022949336	4.19554643518328	4.47963583217266	"33"	"2.0"	"1.5"	"0"
18.6181793016505	-0.622706582330195	2.27137690335327	"34"	"0.75"	"0.5"	"0"
29.3237971479064	-6.45253967482955	-0.356124859983396	"34"	"1.25"	"0.5"	"0"
17.9541412104194	-2.84767375079042	-4.43091483721871	"34"	"1.25"	"1.0"	"0"
19.2028783333023	-6.31049427703773	5.3681852566684	"34"	"1.25"	"1.5"	"0"
22.8303254399345	-2.02199083731044	-19.3943195066667	"34"	"2.0"	"0.5"	"0"
20.9104446899994	-10.0131716267641	-5.02527495387081	"34"	"2.0"	"1.0"	"0"
21.5868570717726	-10.6641708937349	-0.738342489351901	"34"	"2.0"	"1.5"	"0"
26.0635936651906	-9.34219715223827	-9.77315489137404	"35"	"0.75"	"0.0"	"0"
20.8702923585074	2.18185349735839	0.409339805561434	"35"	"0.75"	"0.5"	"0"
22.330653929281	-12.1972405566783	-2.48201583912085	"35"	"1.25"	"0.5"	"0"
16.9954403974165	-4.41086880267009	-1.13232462422265	"35"	"1.25"	"1.0"	"0"
21.1536401667358	-14.3997078236455	3.37198122501324	"35"	"1.25"	"1.5"	"0"
19.4691269445032	-2.99067259244102	-2.09149272173591	"35"	"2.0"	"0.5"	"0"
23.7957969605972	1.09507735294695	8.01039160795833	"35"	"2.0"	"1.0"	"0"
20.6693138725708	-9.06067671227099	-3.59937404086017	"35"	"2.0"	"1.5"	"0"
17.9689970881284	-1.74215335381669	-2.4823491767328	"36"	"0.75"	"0.5"	"0"
22.9482595241794	-14.4437394216406	12.1088779522081	"36"	"1.25"	"0.5"	"0"
23.2879600161021	-11.2978417003841	-5.4989371789078	"36"	"1.25"	"1.0"	"0"
18.6622155900259	-4.15204269777425	-0.400615482945925	"36"	"1.25"	"1.5"	"0"
22.3963901983708	-10.5007912984737	-5.08390649942162	"36"	"2.0"	"0.5"	"0"
19.6850820115315	1.81418701334294	1.2807681772085	"36"	"2.0"	"1.0"	"0"
16.0227482802164	-0.396271726320639	5.21797580678412	"36"	"2.0"	"1.5"	"0"
18.065289625562	-0.421706285887917	-0.54916028487574	"37"	"0.75"	"0.0"	"0"
19.7894440134492	-2.86292771822907	4.50876373598176	"37"	"0.75"	"0.5"	"0"
16.715849616406	4.00980361096753	-4.98439011260784	"37"	"1.25"	"0.5"	"0"
19.4763841103835	-1.65610716158374	-5.3034097136606	"37"	"1.25"	"1.0"	"0"
17.5617335892798	-7.60239928784304	-0.110118968839393	"37"	"1.25"	"1.5"	"0"
23.7362632991348	-10.4654336174172	-12.933858014936	"37"	"2.0"	"0.5"	"0"
20.6871355370776	3.50464635029922	3.52430603201232	"37"	"2.0"	"1.0"	"0"
20.1122842891202	-6.17209930749421	1.33204521166207	"37"	"2.0"	"1.5"	"0"
24.196624621375	-23.4748529154007	-2.72382863510867	"38"	"0.75"	"0.0"	"0"
23.0073346326676	-5.3773553378924	4.15847682941786	"38"	"0.75"	"0.5"	"0"
24.8556866191985	-6.33487481058497	2.98002676695052	"38"	"1.25"	"0.5"	"0"
22.4637333535324	-7.67945845609224	-2.55887207904729	"38"	"1.25"	"1.0"	"0"
20.2468664183813	-2.95782287648261	0.478295573913316	"38"	"1.25"	"1.5"	"0"
17.4976398517096	-10.3868185277047	4.38854057763248	"38"	"2.0"	"0.5"	"0"
18.3622641047938	-4.74929590363852	-0.831002888405068	"38"	"2.0"	"1.0"	"0"
20.1719338979596	-1.42362488006403	2.80195126914563	"38"	"2.0"	"1.5"	"0"
23.3162810558949	-11.635246960138	2.00941134309343	"39"	"0.75"	"0.0"	"0"
17.6555671959684	5.87273174827453	-1.50147097729764	"39"	"0.75"	"0.5"	"0"
18.9073060302407	5.12935343049821	5.13788222842045	"39"	"1.25"	"0.5"	"0"
23.5762087390526	-5.92612698281487	-3.30528558559515	"39"	"1.25"	"1.0"	"0"
17.5251988543302	0.524912176414639	-4.64738360661869	"39"	"1.25"	"1.5"	"0"
20.7703157703691	-5.87825245529147	1.56210677236547	"39"	"2.0"	"0.5"	"0"
17.9841604989493	-2.33792067280334	-0.406697244654203	"39"	"2.0"	"1.0"	"0"
14.8034830089487	4.3605771419049	-1.14470922871424	"39"	"2.0"	"1.5"	"0"
23.7782687864943	-10.0754907678933	-18.430091050681	"3"	"0.75"	"0.0"	"0"
19.2609863863564	-8.44027563418474	5.42101257227031	"3"	"0.75"	"0.5"	"0"
22.2378854197795	-11.0573477635062	-5.23178573072068	"3"	"1.25"	"0.5"	"0"
21.4471070581792	-0.817035385419825	-0.737714524555739	"3"	"1.25"	"1.0"	"0"
22.6264126717837	-8.6284555999868	-3.6171501804923	"3"	"1.25"	"1.5"	"0"
22.5093002289698	0.8214257450743	-5.96103585422705	"3"	"2.0"	"0.5"	"0"
17.5291018671902	-6.15439037117829	-0.99156206291818	"3"	"2.0"	"1.0"	"0"
19.2837819073154	-10.0157043170282	-2.40466192718989	"3"	"2.0"	"1.5"	"0"
23.0735661878201	-3.99032565408514	-5.71422312346881	"40"	"0.75"	"0.0"	"0"
26.4224780126662	-15.2007659536036	-18.9396116794724	"40"	"0.75"	"0.5"	"0"
24.939225875379	0.43382520369424	-2.94694777217395	"40"	"1.25"	"0.5"	"0"
18.305641660822	-6.42720386743532	-0.822036457363911	"40"	"1.25"	"1.0"	"0"
21.1205009622751	-6.38622312298274	-3.82231200149025	"40"	"1.25"	"1.5"	"0"
22.8694351798669	-1.35580297925852	3.02417213722207	"40"	"2.0"	"1.0"	"0"
16.9031594998925	0.776227965708314	5.72453119760764	"40"	"2.0"	"1.5"	"0"
19.9843566629717	-0.586108752096639	-10.0004730602992	"41"	"0.75"	"0.5"	"0"
18.6009733988378	-5.402647512271	-7.47075550918022	"41"	"1.25"	"0.5"	"0"
24.4858183815198	-9.12508452020259	-11.1598356321216	"41"	"1.25"	"1.0"	"0"
23.3726114178636	0.0383742859396963	1.22603352321476	"41"	"2.0"	"0.5"	"0"
21.7731672054107	-4.72155254643137	5.51188159598332	"41"	"2.0"	"1.0"	"0"
18.8270822148377	-9.55642285792734	-7.77733079954801	"41"	"2.0"	"1.5"	"0"
38.4546699844273	-34.0113601411959	4.16842428659026	"42"	"0.75"	"0.5"	"0"
12.1224336969653	0.163648059631083	1.31923784931112	"42"	"1.25"	"0.5"	"0"
23.4351849976025	-6.44508824939251	-0.751883412495131	"42"	"1.25"	"1.0"	"0"
19.3379975773895	1.66657600408006	-5.09873705057494	"42"	"1.25"	"1.5"	"0"
19.2278974921943	-4.65825308581608	3.04093417947537	"42"	"2.0"	"0.5"	"0"
22.2972521456541	-0.884186751082421	0.56732327741998	"42"	"2.0"	"1.0"	"0"
22.6784461057433	-2.43344239247076	6.2528495778197	"42"	"2.0"	"1.5"	"0"
24.3538926594177	-14.9237499812598	-3.95663394261708	"43"	"0.75"	"0.5"	"0"
24.3385111906011	11.0150848078534	3.12165391196117	"43"	"1.25"	"0.5"	"0"
21.8535161893476	-11.5756098579997	-3.18698238701344	"43"	"1.25"	"1.0"	"0"
19.4573222921072	-3.47681682138227	-3.2589276886903	"43"	"1.25"	"1.5"	"0"
16.6256015775745	-2.91269534987179	0.102881603871521	"43"	"2.0"	"0.5"	"0"
18.6997326200878	-7.14459731176609	-4.04588557324498	"43"	"2.0"	"1.0"	"0"
15.167663678298	-3.93483998947325	2.51531172408777	"43"	"2.0"	"1.5"	"0"
20.165700724239	-6.05856597056908	-2.47214076601887	"44"	"0.75"	"0.0"	"0"
16.5568798350487	-5.49483945411917	2.06998422572302	"44"	"0.75"	"0.5"	"0"
20.4924842652112	8.58287963157165	-7.93658690752712	"44"	"1.25"	"0.5"	"0"
17.9269433522325	-0.386925923962316	0.556997865160122	"44"	"1.25"	"1.0"	"0"
17.5408389338864	5.06883327029907	0.19934477951191	"44"	"1.25"	"1.5"	"0"
19.3110065596848	1.83016729513248	8.29689544364529	"44"	"2.0"	"0.5"	"0"
23.5707543627141	-6.23695420110251	3.25958880234409	"44"	"2.0"	"1.0"	"0"
19.8942275457676	-1.07361120373496	-1.31986769056673	"44"	"2.0"	"1.5"	"0"
17.4495109710372	-11.7738455226656	7.42203157097782	"45"	"0.75"	"0.0"	"0"
27.2578913470716	-23.0081189718632	14.6157142167378	"45"	"0.75"	"0.5"	"0"
19.8515803192684	-4.20304784543631	1.7179109024159	"45"	"1.25"	"0.5"	"0"
25.4113062418993	-15.4299488089608	-3.83869993608013	"45"	"1.25"	"1.0"	"0"
17.1070124954629	-5.45288828519496	0.0760414368660542	"45"	"1.25"	"1.5"	"0"
18.8418703595013	-4.96802283061117	4.79312980475727	"45"	"2.0"	"0.5"	"0"
18.6032762336925	-0.581945835900016	-5.02886545121232	"45"	"2.0"	"1.0"	"0"
18.8165893462817	1.62492090572538	-6.42632978492888	"45"	"2.0"	"1.5"	"0"
19.8427583090219	0.880780624977106	1.99783796109068	"46"	"0.75"	"0.5"	"0"
17.8893138613491	-4.01731644211847	-10.4049562723187	"46"	"1.25"	"0.5"	"0"
19.291063970117	-1.74748467518357	1.57216957102728	"46"	"1.25"	"1.0"	"0"
19.9369936438058	-0.634139581551082	-8.68934984791059	"46"	"1.25"	"1.5"	"0"
22.2505159481646	-6.77076570246784	2.55023016291013	"46"	"2.0"	"0.5"	"0"
22.4383967227117	-9.2480105349894	-3.62082863957997	"46"	"2.0"	"1.0"	"0"
19.475407710512	1.35780564478125	1.3921886816397	"46"	"2.0"	"1.5"	"0"
17.1482661429181	-5.27228360162242	1.65113061855156	"47"	"0.75"	"0.0"	"0"
