x,y,sampleID
34.07459631489757,23.279533142026487,tsk_11629
32.73255879285581,23.107244496244782,tsk_7078
36.739288469176266,25.725499202537108,tsk_9116
40.9864173253045,31.502523851243446,tsk_10066
43.174170686280455,28.391320996169167,tsk_6410
38.52076367231341,30.16972190258174,tsk_1956
37.96492137628218,24.233333466961632,tsk_1389
34.96741336866331,22.121205477393374,tsk_5624
37.798501076089416,29.74397847444665,tsk_9614
33.82861726002093,24.679387183261827,tsk_5677
38.026898561471405,25.466993813671525,tsk_3112
39.543914231052355,29.84049959912863,tsk_7602
34.55470487007932,23.394391250301634,tsk_2901
32.61258324931529,24.622372836710948,tsk_9407
35.80880796881137,26.112196120746663,tsk_10455
39.530517830504884,20.74222116634096,tsk_4624
35.187754990396996,26.17545396736232,tsk_11542
37.46542390017606,35.618289189434904,tsk_8829
34.38453718239723,25.128181953539485,tsk_9446
36.78152825146296,21.14406497718298,tsk_9670
39.16427027531977,30.51547656530083,tsk_5431
28.77192819276172,25.053425454359086,tsk_952
38.0530003129982,30.209381255808612,tsk_4031
39.59027805397139,31.066787178155202,tsk_6378
40.451206283002364,31.584873716266465,tsk_4940
36.615692697492634,27.772627287547287,tsk_6512
40.92888713747146,30.62110938993819,tsk_2911
41.40437157493473,25.755850627282655,tsk_3384
35.443939088643106,20.190010360421553,tsk_10065
37.02903528074795,29.74463221635005,tsk_2887
42.66680333847062,27.718430918251318,tsk_4033
35.43552509322535,21.080951441178737,tsk_1216
33.643267182197974,26.198259070253105,tsk_11289
33.812851680075575,24.149074717962655,tsk_4010
33.16530290402085,24.311932951366707,tsk_11954
40.8682416234771,27.236608884508605,tsk_875
39.25680990586992,25.998307711969073,tsk_10987
34.15123246687232,23.345241302298223,tsk_3631
40.61069803306533,28.323655636474484,tsk_9627
35.36352644416342,28.747726248212352,tsk_8945
34.19634243949381,23.17131077895816,tsk_313
37.41435222425304,33.62591866399482,tsk_6978
36.405706235639336,19.595186177893304,tsk_4939
32.185885043662694,27.098484345587828,tsk_5351
35.574145745553686,23.189497306554106,tsk_11748
35.81493185086292,21.707959644880603,tsk_3635
36.00643351497687,27.995105722992037,tsk_1768
39.447730092239134,29.79542891583849,tsk_2900
38.205558532393944,31.10643169769221,tsk_11580
