x,y,sampleID
33.79651278509227,21.085190596109456,tsk_10065
28.779931151904176,21.17998750532392,tsk_8829
28.48810447013939,23.334081662268332,tsk_1389
24.915841031474784,25.220459882222986,tsk_5624
33.985124959081816,28.94227881957641,tsk_952
32.10138939228223,21.46074664077185,tsk_875
34.03224574585557,25.03178550422404,tsk_6512
33.35314669517169,22.84245604869479,tsk_9627
31.413286902609602,25.917256655282564,tsk_4010
34.05186937616646,26.390731848901098,tsk_9670
33.93911347381984,25.732206431055697,tsk_5677
33.11190309055502,25.668235476941256,tsk_7602
32.131840563844825,25.682767180868172,tsk_5351
36.12911168830456,25.08020317673357,tsk_2887
29.973115809733777,24.663336693558833,tsk_10987
28.70953378968887,25.34209364832423,tsk_6978
30.466374497414805,21.83552170227818,tsk_9614
31.53939853133306,27.49226785874316,tsk_1768
31.795490122256933,26.10753173069471,tsk_8945
30.506436317600794,27.93900233068474,tsk_7078
31.266136882226903,26.297277959853847,tsk_1216
38.67749261412817,24.440528673128252,tsk_9407
28.553720211066754,26.898162932282073,tsk_11629
33.25111445299874,26.1786660404283,tsk_11580
30.506145285691723,24.664858748882025,tsk_4033
32.33786477297221,27.03678015795774,tsk_3635
29.288419959858,24.943408108290118,tsk_4940
25.259223232701427,24.04198595082315,tsk_10066
25.24290236110936,23.081322599226343,tsk_4624
32.80006239998374,25.438157805180097,tsk_9446
31.027713525210686,24.236771891374463,tsk_4031
30.544369400140255,22.315845426658484,tsk_6378
34.74328039572891,23.48779355227256,tsk_10455
28.587691796940227,28.38799480016949,tsk_4939
30.20944031552472,28.513261953947712,tsk_11954
23.363024203784484,23.93434447470466,tsk_2911
30.64161857823251,21.977265220353782,tsk_313
30.134413443600007,21.587426376800806,tsk_6410
32.303757152353704,24.513467287877933,tsk_1956
30.90029318040603,22.91627619356492,tsk_5431
29.98917615417778,27.31732475901532,tsk_3631
29.928670372945692,24.012278324204615,tsk_11542
32.29837017645036,26.78895938725252,tsk_2900
33.72162318459209,27.089849256158697,tsk_2901
32.768299111471315,25.012376451732646,tsk_11289
31.26083235162358,27.266176313032105,tsk_11748
32.43111288065447,21.332979766340152,tsk_3384
30.872114201312,27.45155926563195,tsk_3112
32.016686739947104,25.761740460262246,tsk_9116
