"err"	"xerr"	"yerr"	"rep"	"sigma"	"skew"
19.9922825083131	1.9343871514737	-5.10684353	"0"	1	"0.5"
18.9712429775747	1.7574560537895	5.91066981042105	"1"	1	"0.5"
19.7455706981581	0.360964229368395	-1.35424894978945	"2"	1	"0.5"
16.5634724610091	1.46443080484214	-0.107116311789473	"3"	1	"0.5"
18.7611936134706	-2.65982211010526	4.51838587242107	"4"	1	"0.5"
19.8318205043176	-1.33458547147369	-4.44965716052633	"6"	1	"0.5"
20.1327232509376	-2.09595164989475	3.41407256599999	"7"	1	"0.5"
18.4700960436606	-2.20954586663163	2.84206201010526	"9"	1	"0.5"
36.6057467676526	23.8077399035789	-22.2380889498947	"0"	1	"0.6"
20.5556521777476	3.35340458505265	0.040890767684201	"2"	1	"0.6"
20.8112256321761	4.64717383515791	1.87416381157896	"4"	1	"0.6"
19.3677965546285	1.17918555063157	0.938744063052636	"6"	1	"0.6"
17.698120291372	-0.86532701947368	4.70812666273682	"7"	1	"0.6"
40.3697643290195	26.27304404	27.06474934	"8"	1	"0.6"
18.9378559243868	0.135299304631568	4.06903145221053	"9"	1	"0.6"
18.0209622131366	5.09170304631578	2.75978276084208	"0"	1	"0.7"
20.0943591173727	1.83357262326316	-0.749592686315788	"1"	1	"0.7"
20.0645171546134	0.763845894842063	-5.6797552105263	"2"	1	"0.7"
19.1235853403488	1.50485505673683	1.13542788821053	"4"	1	"0.7"
20.4042404688358	5.22914761168423	1.95324883442105	"6"	1	"0.7"
19.9275643024261	3.0312192623158	-1.9105266113684	"8"	1	"0.7"
20.8133851844005	0.710775150105266	-3.66410099705265	"0"	1	"0.8"
18.7461429073629	1.16080474947368	-0.814614450526315	"1"	1	"0.8"
30.2212871634422	-18.5204284178947	-19.7376449410526	"2"	1	"0.8"
19.9789004732097	5.43209022768419	1.8179151868421	"3"	1	"0.8"
19.8991754953303	3.9845528663158	-8.50943429221053	"4"	1	"0.8"
20.6636562196187	0.633836846315803	-2.19989533284211	"5"	1	"0.8"
16.9290836284468	4.6271659588421	-2.3046640008421	"6"	1	"0.8"
18.0200738952906	5.50340162389474	-0.00485363663156825	"7"	1	"0.8"
18.9191430961929	3.53163586947367	2.03786896589475	"8"	1	"0.8"
20.1176499694104	0.347845097999999	-4.31093034105264	"9"	1	"0.8"
17.6414489665548	4.71218192	2.61471543157893	"0"	1	"0.9"
17.6338302745073	3.11696099789469	-0.552460576210537	"1"	1	"0.9"
36.6784557665255	-24.3639609	-23.29157386	"2"	1	"0.9"
20.4034985613351	6.29080385378948	-2.49476973410524	"3"	1	"0.9"
19.8393106068733	0.600980649578959	-0.869698943894724	"4"	1	"0.9"
20.9242384315427	4.26949058315792	-7.48381713789477	"5"	1	"0.9"
18.9190595041575	2.81219559052633	-4.85681520473685	"6"	1	"0.9"
17.8966602734264	4.33074161073679	-1.5314477673684	"7"	1	"0.9"
20.0190741104408	7.32194574421052	-4.12703662000001	"8"	1	"0.9"
20.8694554931588	4.18274791894734	-1.60564820810527	"9"	1	"0.9"
