x,y,sampleID
46.206411676831095,16.11343952864416,tsk_2062
18.055379969283976,44.85419462924541,tsk_9722
43.702608043042154,11.525767842110845,tsk_4471
23.812762040566554,19.625983537182066,tsk_2330
48.42732125653892,38.985452309308315,tsk_8064
20.443843880690103,32.389699185715,tsk_6611
7.55829277203048,36.694967112777825,tsk_104
30.69058385312617,4.054233357840978,tsk_7133
7.671197983579699,25.92380162387381,tsk_6001
3.2812833741797647,17.99290619817068,tsk_9127
41.00024726375211,5.928025193889805,tsk_1872
25.77983355037266,4.63561828941965,tsk_4959
3.0665042065705137,7.625205629360686,tsk_2057
7.23442882203296,7.580346146071438,tsk_11436
41.863840317949055,43.927559124952055,tsk_7666
12.66880856539224,5.701185907505799,tsk_9935
27.07026296191528,38.2543055249233,tsk_626
36.03463277616248,15.745472039914407,tsk_7121
25.697896485191976,28.16761931072157,tsk_4093
36.60415016540004,47.40184656761319,tsk_6732
5.63434209715248,25.132064422461905,tsk_11721
31.869393523529922,28.300995060930013,tsk_10032
11.0665981680214,47.799046397870455,tsk_9972
43.115603465106446,4.933191218696688,tsk_4150
45.97280770289129,44.11569099007013,tsk_5847
3.198664256443937,41.524316544491995,tsk_4097
3.695011546153893,44.56798643729888,tsk_7854
46.84012614294623,44.90384146836609,tsk_7185
3.038309065421881,6.972497635772971,tsk_9406
24.692284196528146,24.838717899434897,tsk_7465
33.45496666862484,6.1957805487386395,tsk_8341
42.896337786172175,22.342923092438493,tsk_4489
47.025848547332615,6.195207874483884,tsk_8901
2.7469655059003912,10.035082523848063,tsk_2271
21.85913837908349,44.109150447265804,tsk_9987
20.520651334163972,21.674436416094732,tsk_10716
41.34262284460655,38.5887271958675,tsk_7010
41.89142546806322,34.727946587232466,tsk_10414
12.82812295434272,30.64181363589244,tsk_5583
46.54167770700798,16.284950444485304,tsk_7904
3.784786957175289,18.220783665952197,tsk_8194
39.008263501966255,15.32651226246253,tsk_1839
15.284283405879066,43.82365558640853,tsk_1418
10.155539553482281,37.33520018473415,tsk_5554
2.4886845511077915,34.20668742894483,tsk_2597
13.914252890990815,5.2446858256171325,tsk_9089
26.82870962844075,45.79258167716416,tsk_86
21.233510384153227,7.094082073310567,tsk_3302
35.67584820276787,46.047187292473225,tsk_4338
