x,y,sampleID
3.783447430438539,14.840928139521212,tsk_2513
10.909608760987958,19.82608723821731,tsk_3758
4.341849468709469,12.026194121157497,tsk_8174
31.653861868150127,39.49194681469966,tsk_3020
3.51389215759313,33.485599394527085,tsk_4105
20.418122642084942,12.30334998887304,tsk_11502
17.795867799895532,3.4196981951775207,tsk_3917
47.162724016013186,1.58269587346188,tsk_2163
28.971195297565835,9.66892893788201,tsk_8128
3.651303502133292,23.717452951854014,tsk_4239
34.181598182236726,44.62751470409482,tsk_6252
9.58525897883753,7.213072151275956,tsk_8652
31.03813893409987,13.722395351728661,tsk_3370
16.283715337477755,23.017754863374616,tsk_3140
3.1798585656343192,7.892992273405934,tsk_4437
38.43215984325559,3.9049056619604023,tsk_3347
8.58622946449723,22.943577322686473,tsk_9169
38.91984318394373,10.964134950782125,tsk_11101
3.9998812019764074,44.38685114989033,tsk_5240
32.58168692460025,21.821060813262026,tsk_519
17.35699892510629,43.80742044828689,tsk_8906
39.80393594259969,14.825610043582323,tsk_5337
25.7204138415768,35.718801556534686,tsk_10534
11.770618829391548,32.243938938227515,tsk_10356
36.47592281338072,31.66855550124244,tsk_2820
27.377743173265355,45.70660678380401,tsk_99
8.54531472501646,46.00452341605974,tsk_4571
48.60016388271039,17.06788106061923,tsk_8436
44.38413888617978,23.04669657561314,tsk_9071
45.49730903265193,25.234080047889574,tsk_1726
27.004982608919104,24.185258112741714,tsk_8582
16.2336329452187,5.651493939084535,tsk_545
45.01073565175427,44.77639507415928,tsk_692
8.24416613823551,36.81491298974058,tsk_8115
45.55107917544912,48.90424575521007,tsk_5160
45.98772114098618,7.4006171577489965,tsk_9278
40.876931555773766,31.379517095056606,tsk_7716
28.510103462084853,5.3329283779448104,tsk_6840
13.52413162886863,40.080405703821064,tsk_5013
43.10484452474362,2.214560553022512,tsk_7102
7.176300943740351,39.44770056235936,tsk_4336
26.5440704079886,18.38032586212933,tsk_2167
38.8906081850794,45.22408167829008,tsk_11656
34.416205098958756,13.621079025138167,tsk_205
12.475077037573318,44.269403377134104,tsk_2747
47.16230323780546,44.19693895536125,tsk_5950
26.64240180174447,45.47226702761323,tsk_5775
46.97020610353767,24.507500694698628,tsk_8661
