	sampleID	sample_weight	x	y
0	tsk_6279	0.00010174034784735799	16.55387891436771	24.72527475399052
1	tsk_5307	1.8093485605559834e-09	29.911025338303286	41.81357999462968
2	tsk_2633	2.554357928450993e-09	37.824714579274485	44.561047525050974
3	tsk_3060	1.6836013828045662e-09	41.05693007468425	41.655483033795385
4	tsk_7960	4.90259500625932e-09	46.78456032660842	24.901893264836115
5	tsk_2228	1.6652617712259123e-05	18.225449419558515	7.723215720361405
6	tsk_4964	4.728327946756482e-08	25.00435927007738	43.221088856019385
7	tsk_10464	8.45440261335704e-09	47.90552224170644	12.031839016457107
8	tsk_9040	1.902953063242061e-09	45.26548156037029	17.32261841743697
9	tsk_8637	4.171992863235358e-09	27.76287184585584	9.300785017041786
10	tsk_8294	1.3010564742005282e-09	43.99273665099778	35.575322434235666
11	tsk_11151	2.9410991970576336e-07	44.95476255714746	49.04696993784961
12	tsk_1795	4.2984731190669645e-08	25.3699865313457	28.940766615022195
13	tsk_7816	1.6627327867418467e-09	44.4200401417852	37.25441619573131
14	tsk_2791	3.027261617256673e-09	33.00662923310772	23.30542372662687
15	tsk_9624	3.822044919465421e-09	29.95053664571744	8.362819780294176
16	tsk_922	3.1634295107935836e-09	34.16162734996489	46.19590610333365
17	tsk_235	0.00013650634711003518	15.777324002866756	42.761384951228166
18	tsk_7651	1.622589369209292e-07	49.65374334407856	39.558059043875545
19	tsk_4108	6.237959896551925e-09	41.34942203954101	7.777238978274378
20	tsk_8266	9.250137092150831e-09	48.08255123573142	12.52237826171674
21	tsk_1213	6.587301660754407e-08	44.056750538054	47.766027757385565
22	tsk_10568	4.81622691601619e-09	29.697445244729003	34.4922531065051
23	tsk_9794	4.865360562947334e-09	30.839318046648817	25.51741609372634
24	tsk_3338	1.5007505728244682e-09	34.73560182473811	20.368930580152004
25	tsk_2958	1.6699634147351003e-08	48.46594831026619	9.56102731474798
26	tsk_4586	1.5793724192538863e-09	43.20842225017888	22.48091751992577
27	tsk_5439	2.451430428879875e-09	45.55547968557414	22.072708694145607
28	tsk_2122	1.6850211752016484e-09	42.41430657701773	23.621713400742504
29	tsk_5450	2.2541604161230753e-08	26.31888991460012	28.84687123589816
30	tsk_10332	1.668556685670388e-09	43.85371592755515	14.310983857805
31	tsk_10833	1.2596959385858762e-09	43.81328688668936	33.7197100093463
32	tsk_5581	1.4306714753002974e-09	36.54230474818759	38.447988780860896
33	tsk_7706	9.74667438145045e-10	41.39928150971711	37.184446892414925
34	tsk_8128	4.47058617215439e-09	29.94619848991541	33.984874506588206
35	tsk_11121	0.00011105758980849217	13.32732783146696	12.08019029192801
36	tsk_4894	6.0718853302702985e-09	29.98656918178144	7.142864361015876
37	tsk_11032	2.4405266351039197e-08	47.44683967285791	41.25684665710497
38	tsk_1722	5.267420441068548e-09	30.41579009150465	25.889982834316207
39	tsk_10590	2.0522329021725603e-05	17.31450012730684	9.682428796275271
40	tsk_407	2.8749188763691994e-08	48.85224053737982	34.571614026478926
41	tsk_10615	3.0214234644935364e-07	23.451130914832977	21.969047429674827
42	tsk_11063	2.062349584662449e-09	44.3932199712304	38.90759813825576
43	tsk_8888	1.2926350668145756e-08	32.02147851198494	48.15550360948383
44	tsk_7170	3.9645269984652824e-08	44.43544186829577	46.85202326035234
45	tsk_2366	2.764981041930735e-09	31.713374138733883	30.26167459571702
46	tsk_1022	4.1733397299740445e-09	46.47049280257537	30.649848830186656
47	tsk_3642	3.7544058343281554e-09	27.74245366987568	10.038828143999323
48	tsk_9207	1.8582724180277308e-09	32.62975779590108	19.69627714303641
49	tsk_9253	1.9815777885122056e-09	33.55587684656997	37.1200319632494
50	tsk_4393	4.289117779872849e-09	46.27264352915876	10.911522671391692
51	tsk_687	1.5932730236061936e-08	48.74108824667524	21.573300944392543
52	tsk_1100	2.3393126430195228e-09	45.04563499770493	23.50502740142407
53	tsk_9167	2.9201617085474167e-08	36.06242575802075	4.91911681366839
54	tsk_11027	9.468989089353922e-08	35.84518934626723	3.1066754937258603
55	tsk_2419	1.9019166979427237e-08	45.49658393815109	5.231526253324676
56	tsk_7716	1.3105387680036569e-09	43.6982295419832	32.55571166571051
57	tsk_2728	1.749886193277692e-09	37.09749786129428	28.446108312644085
58	tsk_1973	1.1007944129199332e-09	42.110051937979314	32.151364863695946
59	tsk_7684	2.3253528392860913e-09	38.69899590818878	43.91733440260973
60	tsk_4910	2.3601090966528014e-08	49.23224488564362	15.166501577880322
61	tsk_11092	1.6602113272972586e-09	42.92010490549541	13.736864607885902
62	tsk_2367	3.884006558877171e-09	37.42771082139278	10.752475891424726
63	tsk_156	1.883574420331248e-09	37.916119625028784	27.340126083854525
64	tsk_7348	1.903673978875705e-09	44.08422571821583	29.19344225407432
65	tsk_2481	0.026821418209650866	4.95522968804304	6.767890831928903
66	tsk_2587	2.047471159038133e-09	40.26738445297236	42.83231469435574
67	tsk_8672	5.972849550171838e-09	43.72126511244841	43.741908165248624
68	tsk_3193	0.005468223111194709	7.219975647410015	12.853261683977957
69	tsk_6924	4.747106049692994e-09	46.59434628056418	28.83883227458421
70	tsk_571	1.5447338271750356e-08	48.74358706986242	18.26425881804892
71	tsk_3046	2.2266686463323807e-05	17.254740936680214	13.644424011580476
72	tsk_6998	2.1996872397022505e-08	26.65062387620821	34.25027989030959
73	tsk_11325	2.4220638673680675e-09	31.72190605456804	10.648276740292618
74	tsk_5488	1.72613824001463e-08	25.889509925426392	15.99664914722304
75	tsk_2022	1.7822654138800647e-09	35.55370053091798	35.23273019738335
76	tsk_201	4.712659019572839e-09	46.998677548355786	13.165106415955597
77	tsk_9127	1.0920594556745242e-06	25.55604126630296	1.934907529801838
78	tsk_8433	6.498287624024162e-09	28.237117567601768	44.85010324964887
