x,y,sampleID
5.939292899777346,47.16760294386472,tsk_3340
5.270287233318701,42.257999635220855,tsk_2539
6.731581793548134,9.815329896021082,tsk_4693
44.71389853578499,35.92599252629678,tsk_10582
46.862147473810325,13.326065226737871,tsk_17
22.890788069089588,24.31903115021147,tsk_3961
6.236615796855158,23.09179056149245,tsk_437
11.062508355248509,4.629171060421417,tsk_10045
45.24105691621891,39.5637889295552,tsk_222
45.28333613890967,47.62370884979063,tsk_2823
15.739133833738816,3.18665172733143,tsk_5218
20.44496037902512,3.575362946958979,tsk_2189
21.98392473270277,44.12217521160263,tsk_3046
46.41569028231572,18.20977400316315,tsk_4032
39.41241127800757,45.74999267657535,tsk_10058
22.811132970688334,4.4292415564045235,tsk_3366
47.11908091237372,42.80967495269262,tsk_9246
11.566327257470245,27.04816752683285,tsk_801
3.2142950602072986,9.54245023892354,tsk_897
14.940463949619375,44.50379908494288,tsk_3843
29.101420913798844,3.287138856660622,tsk_6378
42.737506403678104,31.541266258093508,tsk_7937
9.33135968090895,30.16958673780374,tsk_11186
5.0801902357273185,44.71792891968508,tsk_2255
39.953259518207375,6.760236580940763,tsk_6484
14.850613516810023,8.101397087577366,tsk_10764
35.50554164400459,10.684617835236429,tsk_176
47.467746451246825,46.28454811890953,tsk_3782
3.2348217531801424,32.67007557669351,tsk_7464
23.258516017082528,16.88290316018325,tsk_8716
42.33953858535949,13.480663275528043,tsk_1587
14.809595756238691,44.403271896003204,tsk_8625
30.229942090790672,46.552389879392265,tsk_7382
46.15798280152757,5.134470168024961,tsk_10048
6.298707585696338,28.631656629225436,tsk_11675
8.837449490765223,14.518316149273412,tsk_11277
33.69312339407113,49.10448190612655,tsk_3777
29.05123771600549,30.625852882171596,tsk_11089
35.51814654918766,12.410296121474836,tsk_2786
46.253096073731186,2.7392515759564837,tsk_613
47.2133100275591,24.034377172399683,tsk_11523
8.237142500756562,45.30404268310002,tsk_2370
16.343692388310444,16.05698335468467,tsk_9084
32.943578877026795,20.342624579925786,tsk_7095
9.199778980041042,42.88685219587182,tsk_3864
5.891360577909545,15.387321267638724,tsk_6640
46.52206117281748,2.04115037023384,tsk_2390
39.99892477079764,29.653952250694633,tsk_6369
