	sampleID	sample_weight	x	y
0	tsk_3201	0.0023345473996661844	37.1095495543173	8.475178278879106
1	tsk_818	0.002927393877198589	48.35173204322674	43.45275135674894
2	tsk_6279	0.009766226209974364	16.55387891436771	24.72527475399052
3	tsk_5307	0.0010073388591393196	29.911025338303286	41.81357999462968
4	tsk_2633	0.0015727298835191991	37.824714579274485	44.561047525050974
5	tsk_3060	0.0015371339979979623	41.05693007468425	41.655483033795385
6	tsk_9200	0.002596087606575345	25.94327699156614	19.70812267341277
7	tsk_7960	0.0016183066273800974	46.78456032660842	24.901893264836115
8	tsk_5919	0.0021256841344084137	28.72990847834976	19.398955895796195
9	tsk_4964	0.0021726281875262088	25.00435927007738	43.221088856019385
10	tsk_10464	0.0013927786630080269	47.90552224170644	12.031839016457107
11	tsk_9040	0.001400527487693646	45.26548156037029	17.32261841743697
12	tsk_8637	0.0013032709773928548	27.76287184585584	9.300785017041786
13	tsk_8294	0.0014548259619470351	43.99273665099778	35.575322434235666
14	tsk_1795	0.0019366037211159298	25.3699865313457	28.940766615022195
15	tsk_11663	0.002093749276650371	42.16346017480873	46.3171204987794
16	tsk_2791	0.0022278139023906994	33.00662923310772	23.30542372662687
17	tsk_9624	0.001422848362274604	29.95053664571744	8.362819780294176
18	tsk_922	0.0013548634060923694	34.16162734996489	46.19590610333365
19	tsk_235	0.007566183143090805	15.777324002866756	42.761384951228166
20	tsk_7651	0.005094231205761137	49.65374334407856	39.558059043875545
21	tsk_4108	0.0018061074708963028	41.34942203954101	7.777238978274378
22	tsk_8266	0.0014949210741925872	48.08255123573142	12.52237826171674
23	tsk_10568	0.0023186309391185975	29.697445244729003	34.4922531065051
24	tsk_9794	0.002166963372936427	30.839318046648817	25.51741609372634
25	tsk_10814	0.0014125901594529678	44.41213844053179	21.26467174611814
26	tsk_3338	0.001328559428093637	34.73560182473811	20.368930580152004
27	tsk_2958	0.0013930126028195873	48.46594831026619	9.56102731474798
28	tsk_4586	0.0014468473487225764	43.20842225017888	22.48091751992577
29	tsk_5439	0.0015345290549906541	45.55547968557414	22.072708694145607
30	tsk_2122	0.0017076639780052802	42.41430657701773	23.621713400742504
31	tsk_5450	0.0016678539967402558	26.31888991460012	28.84687123589816
32	tsk_10332	0.0014423228080083208	43.85371592755515	14.310983857805
33	tsk_5581	0.0024159039070559126	36.54230474818759	38.447988780860896
34	tsk_7706	0.0013308671078351574	41.39928150971711	37.184446892414925
35	tsk_8128	0.002228984277481413	29.94619848991541	33.984874506588206
36	tsk_5829	0.001488105399951723	26.54141719821707	7.024888019633586
37	tsk_11121	0.00803364398696623	13.32732783146696	12.08019029192801
38	tsk_4894	0.0014786981198151134	29.98656918178144	7.142864361015876
39	tsk_11032	0.002322751016807122	47.44683967285791	41.25684665710497
40	tsk_1722	0.0020700909043586506	30.41579009150465	25.889982834316207
41	tsk_10590	0.007673045044721357	17.31450012730684	9.682428796275271
42	tsk_407	0.003059810374497418	48.85224053737982	34.571614026478926
43	tsk_11063	0.0013577583819926386	44.3932199712304	38.90759813825576
44	tsk_8888	0.0015268594395457884	32.02147851198494	48.15550360948383
45	tsk_7170	0.0020408046105602237	44.43544186829577	46.85202326035234
46	tsk_2366	0.0013452069158106851	31.713374138733883	30.26167459571702
47	tsk_387	0.0019949462147672648	42.75924638929462	45.93202351114648
48	tsk_1022	0.001480631185981491	46.47049280257537	30.649848830186656
49	tsk_3642	0.001387671437118421	27.74245366987568	10.038828143999323
50	tsk_9253	0.002913683651189128	33.55587684656997	37.1200319632494
51	tsk_4393	0.0012981999220763834	46.27264352915876	10.911522671391692
52	tsk_8336	0.0014208455753339567	47.57389920652139	12.484810708691851
53	tsk_687	0.00231155288643967	48.74108824667524	21.573300944392543
54	tsk_9167	0.0030813372671272127	36.06242575802075	4.91911681366839
55	tsk_11027	0.003241848995017318	35.84518934626723	3.1066754937258603
56	tsk_2419	0.0020735627088413157	45.49658393815109	5.231526253324676
57	tsk_7716	0.0016280990373215044	43.6982295419832	32.55571166571051
58	tsk_2728	0.0012174994798549946	37.09749786129428	28.446108312644085
59	tsk_1973	0.0016817349311371269	42.110051937979314	32.151364863695946
60	tsk_7684	0.0014651331828663657	38.69899590818878	43.91733440260973
61	tsk_4910	0.0029220023353108446	49.23224488564362	15.166501577880322
62	tsk_11092	0.001578330583423019	42.92010490549541	13.736864607885902
63	tsk_2367	0.002703784208544261	37.42771082139278	10.752475891424726
64	tsk_5049	0.001788307158598998	39.77340755834654	29.85090490957019
65	tsk_156	0.0014558681793908198	37.916119625028784	27.340126083854525
66	tsk_7348	0.001661804608763763	44.08422571821583	29.19344225407432
67	tsk_2481	0.011085566208784656	4.95522968804304	6.767890831928903
68	tsk_2587	0.0015095902884899022	40.26738445297236	42.83231469435574
69	tsk_3193	0.012433350710271561	7.219975647410015	12.853261683977957
70	tsk_6924	0.0012715876319360428	46.59434628056418	28.83883227458421
71	tsk_571	0.0027366976658126296	48.74358706986242	18.26425881804892
72	tsk_3046	0.007413476587233163	17.254740936680214	13.644424011580476
73	tsk_6998	0.002959301855612147	26.65062387620821	34.25027989030959
74	tsk_11325	0.0020557017976301603	31.72190605456804	10.648276740292618
75	tsk_5488	0.002158710869098487	25.889509925426392	15.99664914722304
76	tsk_2022	0.0025876883747079013	35.55370053091798	35.23273019738335
77	tsk_201	0.0014959382063591876	46.998677548355786	13.165106415955597
78	tsk_9127	0.004857686071510863	25.55604126630296	1.934907529801838
79	tsk_8644	0.006908551128597639	2.9415850474921985	28.38053139598041
80	tsk_8433	0.0014872042486478241	28.237117567601768	44.85010324964887
81	tsk_4118	0.0013247849098819962	36.50999528366433	27.76540997204868
82	tsk_6984	0.0017989794118219305	27.06040628443176	14.849363549880906
83	tsk_4476	0.0022804777209222914	25.96031275409757	17.49343457225773
84	tsk_2114	0.0022022726111999087	47.66180419951824	33.44829046497325
85	tsk_10122	0.0018310302245373306	39.17761859422498	16.531102876038215
86	tsk_3541	0.001236909716533546	36.686581105356254	18.20650599716833
87	tsk_5521	0.01308056641253021	3.192196941133803	1.6837056834293536
88	tsk_4276	0.0023840719681356426	38.08985140872507	6.136627723391316
89	tsk_2214	0.0026116411597508593	38.51328222531942	1.930764680798162
90	tsk_5355	0.0015055187206959942	43.84123989927142	18.23841447080881
91	tsk_835	0.0022248139293273806	37.55067682228747	38.5602918037283
92	tsk_3433	0.008271256575744602	13.428490809880255	23.204215179962787
