"err"	"xerr"	"yerr"	"rep"	"sigma"	"skew"
4.78966920327508	0.277208058425738	-0.731475602406632	"0"	1	"0.6"
5.45117818541035	1.16120327411599	2.20478420133044	"1"	1	"0.6"
6.81310445539661	2.61657912644461	-0.381616255702356	"2"	1	"0.6"
4.53135931040878	-0.891157709084047	1.07698673926122	"3"	1	"0.6"
4.03094151499612	0.887367796793909	0.107415693114051	"4"	1	"0.6"
4.76860802954515	-0.0121827448134925	0.691048657721597	"5"	1	"0.6"
4.24632091717057	-1.0702398838187	0.315007439857669	"6"	1	"0.6"
4.71709921273797	-0.209491417706113	-1.60823764137599	"7"	1	"0.6"
4.55474410266516	-0.456449463871346	-0.749727631103889	"8"	1	"0.6"
9.97151946577593	1.0486479012622	1.75144403006762	"9"	1	"0.6"
4.15683059027547	0.0336356386291973	0.675586400961359	"0"	1	"0.7"
11.0651776954967	-0.321447708934158	5.61373561367136	"1"	1	"0.7"
4.57292573467265	0.876544845788944	-0.199184810898164	"2"	1	"0.7"
4.7843416861689	0.00947362748857027	0.498686125718988	"3"	1	"0.7"
7.44985829407623	-2.19925024723483	2.63313988030026	"4"	1	"0.7"
5.33972384581714	-0.837284577462959	-1.22060673743043	"5"	1	"0.7"
4.837312320155	0.0638633791740322	0.846059727976798	"6"	1	"0.7"
5.45270944616102	-0.145049523085149	-0.410602437830406	"7"	1	"0.7"
4.70739553877472	-0.484072298763536	-0.642642386131564	"8"	1	"0.7"
4.59091469907548	-0.811397545864762	-0.244851775256936	"9"	1	"0.7"
7.33697559517336	0.0519075550599648	1.63106393375699	"0"	1	"0.8"
7.26650973355972	2.15785303688735	2.11996715589709	"1"	1	"0.8"
7.18529235901745	1.84909206531943	2.22901579213111	"2"	1	"0.8"
9.53782263816267	3.69281235058194	2.24507802347886	"3"	1	"0.8"
11.9888750532848	5.07190172549001	0.563235876993325	"4"	1	"0.8"
7.45266366977916	-1.79216659702862	0.202202233329389	"5"	1	"0.8"
8.02256727655322	-1.16401236873456	2.54873325281475	"6"	1	"0.8"
10.0907312670045	1.68480150611359	-0.447034509406892	"7"	1	"0.8"
4.35678001937884	0.667138184312749	0.429975266163041	"8"	1	"0.8"
11.4307574535927	-1.74537051733281	-5.66259354397619	"9"	1	"0.8"
8.02039609413349	0.408377416434307	1.62741885648416	"0"	1	"0.9"
13.076638236394	-3.23456295953932	2.29369846756775	"1"	1	"0.9"
8.56346772740443	-0.992397947294461	-3.05718154146988	"2"	1	"0.9"
11.1087941747433	0.794508887952056	-2.38899495803903	"3"	1	"0.9"
9.74489123784664	4.05250824538601	-1.44070878191292	"4"	1	"0.9"
8.11094740285747	1.91932768354474	-1.7815664604211	"5"	1	"0.9"
9.16858215203329	1.30226126260899	1.28880370387051	"6"	1	"0.9"
10.1712166682163	0.185773092233421	-0.373049191879302	"7"	1	"0.9"
7.70662243984566	4.02684704922208	0.680184614885619	"8"	1	"0.9"
7.26939344985864	0.969396151156067	2.15910227776062	"9"	1	"0.9"
