	skew	dx	dy	mg
0	0.5	-0.1278603056777136	0.12655656166400445	2.132450325371955
1	0.5	0.0031226575767240162	0.004426536114381485	2.022573253776677
2	0.5	0.045639155864027045	-0.0539080429877904	2.082434715862679
3	0.5	0.07353611707000257	-0.10155548895330743	2.1660102429073818
4	0.5	0.047966889403287444	0.10307974940024556	2.0928360007584317
5	0.5	0.023085283916235256	-0.07780819247105827	2.1034829268840656
6	0.5	-0.02425027376191194	0.04793780448643071	2.095778423321011
7	0.5	-0.06301616846588758	0.10113809196211242	2.0080110332793972
8	0.5	-0.01477149787894648	-0.05921155452293189	2.1269552855281306
9	0.5	-0.10392137967154645	-0.0670339580552619	2.113474043852853
10	0.6	-0.10281834559546375	0.19912955883037015	2.0548866161722414
11	0.6	0.01415774839815901	-0.02618666483041301	2.128655382473373
12	0.6	0.07173760995294877	-0.10868672483729541	2.0839630587153684
13	0.6	0.2619733053986949	-0.03849306801057597	2.0381663507322583
14	0.6	0.08252869591362362	0.060250701101370624	2.0963277450293507
15	0.6	0.08361803369810808	0.00548517350665353	2.100465471996621
16	0.6	0.04899920450593676	-0.07443177001397631	1.9642794108048163
17	0.6	0.0815192188245523	-0.10588288415605562	2.1060116455434366
18	0.6	0.2728832360548935	0.04281894764704625	2.026702123865336
19	0.6	0.0081708850295992	-0.04740653602793475	2.150953944443703
20	0.7	0.18170298243255525	-0.008758580873537513	2.092578124758949
21	0.7	0.16672093141100872	-0.025092969781680827	2.1543924375262815
22	0.7	0.11748565458898133	0.05782157718053051	2.1463285753018506
23	0.7	0.08358813950491427	0.008701192531256932	2.0596489784613983
24	0.7	0.14389271181254298	0.007459633473465934	2.121677252606431
25	0.7	0.09668595955915305	-0.10038017631776691	2.156026100789543
26	0.7	0.18460043499360818	-0.26191733217857965	2.0898519715450803
27	0.7	-0.04751497233328715	0.12741561822530614	2.074291109567783
28	0.7	0.07750617710064026	0.01709046606879961	2.111831255542257
29	0.7	0.15394797917212924	0.027480277214193403	2.1749074530814854
30	0.8	0.29381182954049606	-0.015238610493703295	2.10926400017517
31	0.8	0.1836858962246511	-0.02060357564145404	2.306269430721806
32	0.8	0.05522577355166717	0.11576739113974652	2.20924040428114
33	0.8	0.10843047619482474	0.05683941447440861	2.1842516180816185
34	0.8	0.11839771341560897	-0.004990805453507534	2.130264059410246
35	0.8	0.14545931852867205	-0.04455263421164065	2.2183148459056814
36	0.8	0.17767213541585722	0.13253101941200135	2.178365914400731
37	0.8	0.03767042243119809	0.06914112141461635	2.17004733259952
38	0.8	0.29787958020143035	0.13769564703016676	2.2097884049079157
39	0.8	0.36164704309544476	0.15995586970542217	2.2402284168735433
40	0.9	0.2528544559366469	-0.027584392008756543	2.3825441142140034
41	0.9	0.042308112572383975	-0.09135951565672204	2.3742753270972328
42	0.9	0.4357711934728109	-0.02703062755908956	2.4649261155225624
43	0.9	0.22261187893838236	-0.045756649230842376	2.4842068781291844
44	0.9	0.2729245170988005	0.04165549977209345	2.491902498582107
45	0.9	0.22546459542690575	0.22382887782754074	2.3654224260524126
46	0.9	0.40103088155182126	0.17090062533696113	2.3516122481627844
47	0.9	0.23853694649255136	0.04409065633823465	2.3247828437617173
48	0.9	0.4616199863639046	-0.05001172604146062	2.4204339943114337
49	0.9	0.33795423770549027	-0.059162322047995944	2.4013752661958665
