	skew	dx	dy	mg
0	0.5	-0.1949965969393628	0.2226654286961781	3.442306639675538
1	0.5	0.12299031903558152	-0.29821328822380305	3.240602137300327
2	0.5	0.2583312917549335	-0.20766403643366124	3.7506721804825998
3	0.5	-0.3417042257062547	-0.8344675989894139	4.080422019454447
4	0.5	-0.12590134256701893	1.0550622989284464	3.6252132534066357
5	0.5	-0.14010901647731983	-0.7563082776577593	3.790804975946642
6	0.5	0.002070580439591971	-0.3094274861809137	3.7101771740458456
7	0.5	-0.15113725050372795	0.12639487574306696	3.644801902513324
8	0.5	0.21233717598261864	0.900126932375409	3.372036192088125
9	0.5	-0.06963218745577449	0.25915606177670597	3.2110403918624284
10	0.6	0.6954974711304233	0.9128719313320812	3.6140000787768947
11	0.6	0.4591104042171395	0.7902980374317758	3.466946987237356
12	0.6	-0.02045677586884434	-0.43696588597728286	4.159768780561609
13	0.6	-0.37704762432433364	-0.284562171482905	3.852837077539214
14	0.6	-0.5283638670092115	-0.12024767517199962	3.204958392536341
15	0.6	0.8473349851690044	-0.450303625800627	3.920340816341434
16	0.6	0.7016448971574336	-0.015924211967357726	3.640963204081201
17	0.6	-0.12969521977269008	-0.1366958804595474	3.646798033902005
18	0.6	0.3570657920410293	-0.13299254309742595	3.601017165928395
19	0.6	0.6392003116270536	0.49259486457857216	3.8137391943043273
20	0.7	0.3140575112074611	0.40538674441033057	3.775194492452067
21	0.7	-0.1620774270134762	-0.080274339885893	3.3709543909996142
22	0.7	0.8263093132374144	0.5911904467517602	3.5061402952859906
23	0.7	0.6426361984438962	-0.31663146043036294	3.845726869777815
24	0.7	0.5224785505309866	-0.5855376374404277	4.140894157526237
25	0.7	0.7099150127842365	-0.4061528063907865	3.409381155215263
26	0.7	0.5027160778897789	-0.4348185686103639	3.854925357033947
27	0.7	1.0116453153069513	0.11512854628226876	3.484212762859455
28	0.7	0.3084807985264922	-0.25406329554489554	3.2465582975961813
29	0.7	0.2465391304772558	0.8378553401473081	3.0203455744560355
30	0.8	-0.0057298403278978685	-0.6052000493209103	4.098590311455371
31	0.8	-0.010557863370099608	0.03509944239633919	3.357760153640221
32	0.8	1.8289753564654314	0.44808810740256866	4.2409791627450035
33	0.8	1.2387010159260257	0.26548156256680594	4.134596391335607
34	0.8	0.8868372203735475	0.6029226028374055	3.8202705297412445
35	0.8	1.0925649349082547	-0.26980594853958506	3.2518966647613086
36	0.8	0.14459724651068726	0.5781358223657023	4.066909039757455
37	0.8	1.9096328826266393	-0.3747955500366194	4.083870236259295
38	0.8	0.7926056361922234	0.20773582688265096	3.7758408430619768
39	0.8	1.3314810214038482	0.3322012468014502	4.234265021368553
40	0.9	1.7935564407146614	-0.10599010722052597	4.7051983188095
41	0.9	3.284572067631485	0.14242506736076918	5.455096574212733
42	0.9	3.289666143003286	-0.7490779381202727	5.741027328270757
43	0.9	2.3282587600792475	0.014262459314660579	5.054110894804512
44	0.9	1.172969982157594	0.22490665724255085	4.441237151670472
45	0.9	2.979678621526804	-0.461606236906026	5.234315866262631
46	0.9	1.8388284996627289	-0.44078617603471687	4.471104669516392
47	0.9	2.347695492751208	-0.0026061420232536747	4.450411929581254
48	0.9	2.565390323709265	-1.2193242487962128	5.090428358178513
49	0.9	3.5093135497522328	-0.5017933843022874	6.027252710176834
