	skew	dx	dy	mg
0	0.5	0.10666480023775946	-0.09894899534246558	2.385179417172832
1	0.5	-0.16460917125840813	0.11479780304566907	2.270262488217461
2	0.5	-0.10531798361602816	0.06991662467590408	2.3500620361482154
3	0.5	0.1336629680006448	-0.047034422718086444	2.292445861167496
4	0.5	-0.002825278562095374	0.0961434020308191	2.414893214822953
5	0.5	-0.022884337242009136	-0.012980735521385022	2.5204479521546737
6	0.5	0.006916974568599336	-0.02989983983605191	2.3345640294975696
7	0.5	0.10129071040374321	0.0395588970067999	2.2253653382851453
8	0.5	-0.18149158803822132	-0.018749695929364898	2.2512537183438703
9	0.5	-0.09999025294816112	-0.018734218677901236	2.4499686802090843
10	0.6	0.2173241609705776	-0.01662864967804372	2.5679354536096577
11	0.6	0.07401902795847438	0.021872455984293427	2.487217249769096
12	0.6	0.16451675222272763	0.12644470951232722	2.2485662971584337
13	0.6	-0.01829173421025521	0.11986036493626608	2.259914853470782
14	0.6	0.10540625725818692	-0.13765950251699377	2.3579044669929137
15	0.6	0.14633501055719117	-0.03068916073085424	2.3576100526840573
16	0.6	-0.001056476752559046	0.023321819158110487	2.3099777188139075
17	0.6	0.10835747177514582	-0.14995779616693242	2.445490804643107
18	0.6	0.04190264087477659	-0.18061963733840322	2.506871008371338
19	0.6	0.15619816806418232	0.16678508049138666	2.3855023389731014
20	0.7	0.04192438826968382	-0.08561953948749074	2.2590094940395313
21	0.7	0.05353537353883012	-0.06765003740608397	2.3635461025992863
22	0.7	0.18139340154522934	0.01151269180324245	2.3196344374062825
23	0.7	0.13412887058016856	0.05922790293288544	2.2853835308965893
24	0.7	0.0260709816169674	0.2214272090156572	2.3487734632425252
25	0.7	0.42754259969052943	-0.2954174151543254	2.4636206727234895
26	0.7	0.09074516114284442	0.10583181271957201	2.2181364732156075
27	0.7	0.07570635412436455	-0.1688425514370621	2.4263949002545364
28	0.7	0.15651141054803056	0.0976411446059588	2.4235522378059278
29	0.7	0.3102657989442279	-0.017346440230743342	2.5221353112544658
30	0.8	0.4023248000334652	-0.024836626673399385	2.4248752088831513
31	0.8	0.452150452036555	0.1940327991769043	2.4957344106063246
32	0.8	0.2923675735544743	0.14788646851387965	2.451545232165389
33	0.8	0.25989224971845054	0.001141451168753859	2.559485073726878
34	0.8	0.15413099536794264	-0.1807970112586848	2.3623386081270157
35	0.8	0.42096113975964367	0.17453253089625467	2.545996081631644
36	0.8	0.3859966692359105	0.038741631148420344	2.533481518341607
37	0.8	0.3945401812623474	-0.14144578593480522	2.461853998437245
38	0.8	0.14255929322111405	0.08431477850789819	2.4571489284990973
39	0.8	0.16838928700663292	0.2100820859914028	2.421739333655553
40	0.9	0.5313356366739258	-0.20512119075762048	2.8527154121563907
41	0.9	0.6553343007768647	0.26863901213737107	2.7182561461802166
42	0.9	0.5597515083707391	0.05725186652591098	2.647087672771113
43	0.9	0.46136554751364917	0.2266772359415646	2.5128720490857317
44	0.9	0.6069205775050847	-0.2740786271717251	2.749857744235494
45	0.9	0.7601351671881398	0.4182298373302068	2.9190559646042264
46	0.9	0.6478440215448257	-0.22693974178299003	2.7632784219419326
47	0.9	0.8297936411201031	-0.390713949922506	2.765339582205437
48	0.9	0.673707267576835	-0.055706827112911576	2.7014322920031817
49	0.9	0.5839206303135559	0.06755552118064793	2.687773619518996
