	skew	dx	dy	mg
0	0.5	0.3655936944055175	0.1709909429355505	2.9140444502550222
1	0.5	-0.15264194528260472	-0.3574483130060922	2.8528449744527067
2	0.5	-0.07384203544732885	0.12985936320701136	2.89415800668985
3	0.5	0.045373582504931405	0.02280249591362182	3.0853947861513626
4	0.5	0.20356725595324277	-0.09464007804088748	2.923250919476843
5	0.5	-0.07695014111331824	0.26804712311149814	2.7323232356653797
6	0.5	-0.5963591008013078	-0.00883823021146828	3.258155326212921
7	0.5	-0.07463323997454487	0.0058600909007705225	2.9077984094649088
8	0.5	-0.07517658724966869	-0.08497390312035097	2.73414106469209
9	0.5	-0.14994529876579593	0.24916339435994772	2.7921751176931116
10	0.6	0.27643450002567205	0.0982362969717621	3.0195765891709687
11	0.6	-0.0020633014496811786	-0.03277755751731663	2.6630763331256753
12	0.6	0.35729753220248306	-0.04862666758197405	2.770221727012802
13	0.6	0.5920960276221223	-0.13048102509275736	3.0469327012458547
14	0.6	-0.06474669448489158	0.15117553284197144	2.4937509788968586
15	0.6	0.3152722625952078	0.26285219677279775	2.7443204602530216
16	0.6	-0.28717902860680744	-0.18637734501785275	2.655584028016898
17	0.6	0.13354233134235208	-0.06184610078492533	2.828728370549948
18	0.6	-0.10615428163434416	0.01789819439339766	2.9036729798808567
19	0.6	0.19297172231113474	-0.05366529010145047	2.942521157412482
20	0.7	-0.008229484727577611	0.21622365470384391	3.189812404745701
21	0.7	0.8441485104592601	0.4036130901131508	2.9319896144246123
22	0.7	0.3538402507592786	0.42155726242719466	2.6319261475095566
23	0.7	0.23495500889518056	0.6191970401466614	2.9449071676709284
24	0.7	0.7996130401256012	0.3270645922389933	2.908720162054633
25	0.7	0.1377959681497158	-0.26971967227613	2.763626876804275
26	0.7	0.5549212583909532	-0.3359053553574069	2.8817095057874975
27	0.7	0.5350715814191758	-0.06700740556313844	2.933982361837199
28	0.7	0.5389858293977539	0.22624237639032327	3.0128126519963287
29	0.7	0.223345231690789	-0.2556029502623247	3.0846073494532784
30	0.8	0.7236090322646572	-0.24584613250309256	3.097780363890874
31	0.8	0.9122128325016683	0.1245100727942551	3.0363459457878297
32	0.8	0.22318200306792912	-0.01712832585735369	3.02822903004056
33	0.8	0.3103915730806917	-0.5352227164806268	3.126198621035012
34	0.8	0.7293281606545093	0.21774598371655557	3.25051739608291
35	0.8	0.5416171687835378	0.01267284702843778	3.16142256999265
36	0.8	0.6743416026224505	0.032685144183977145	2.7735003947902896
37	0.8	0.5302293133278049	-0.2588226658153994	3.0686396547839534
38	0.8	1.0827753739296484	-0.16863442559734165	3.303734951952703
39	0.8	0.6344771550613757	0.002334031923056967	3.250498305601261
40	0.9	1.5549566208065257	0.1710892455173463	3.9818562757536227
41	0.9	1.6292039191257657	-0.3087349319926987	3.740401941150387
42	0.9	1.1462641456457703	0.23970311646584208	3.4768967118900047
43	0.9	0.9849677629267991	0.6002690277318026	3.4155645960328065
44	0.9	0.8020981365359441	0.2238557978007254	3.357903060576421
45	0.9	1.6738028839409234	0.3047739580276957	3.9631769658151526
46	0.9	1.459828944760197	0.2721366507149829	3.5953392846194223
47	0.9	2.0842543846474384	0.31488621702549763	4.177071798215043
48	0.9	1.3717849592015159	0.27555610108706613	3.9543282529183195
49	0.9	1.1576965393362528	-0.05027718010127694	3.705833866504023
