x	y	error	kd_x_mean	kd_y_mean	dx	dy
-0.450589257393999	6.4127567873196	402.311532361524	-0.650842763221472	9.78446914396993	-0.200253505827472	3.37171235665033
-0.820530824908428	10.7776518794834	9.28213387808912	-0.835849252707227	10.7363344113423	-0.0153184277987986	-0.04131746814104
-1.19722578657396	5.56096425690114	421.388973903235	-0.922293506066343	9.34016045547163	0.274932280507616	3.77919619857049
-1.44857251067032	6.80361567081216	271.012131634342	-0.980566554088801	9.13929121739319	0.468005956581521	2.33567554658103
-1.65797819105272	7.70608839886317	316.406435034021	-0.943866322784652	10.4412654501192	0.714111868268072	2.73517705125604
-10.2304157759393	13.8729130930277	518.753450775497	-5.79530881697186	12.3812721406466	4.4351069589674	-1.49164095238108
-10.6581516685923	10.4900274063871	562.853656040623	-6.08194598801236	11.7741384644437	4.57620568057996	1.28411105805658
-12.1255836774436	15.3769998379733	352.993575240843	-9.36437610806497	14.0888190206138	2.76120756937862	-1.28818081735951
-14.1602743268945	13.3937787643649	111.693929684097	-13.8302163027361	13.3324459160771	0.330058024158431	-0.0613328482878277
-15.5869117251822	12.8932391227058	230.433717655876	-14.0764925655418	13.2884502161189	1.51041915964035	0.395211093413023
-16.0085469425709	13.5074405235941	181.566906259273	-14.3701584464936	13.2747468648284	1.63838849607728	-0.232693658765715
-16.4015587974171	13.2453956506771	133.273976995998	-15.1876996598146	13.2011398158296	1.2138591376025	-0.044255834847494
-17.2654175478361	14.754650571506	303.358728162843	-14.6345033143342	13.9805372071955	2.63091423350197	-0.774113364310503
-3.51140945433094	14.7051525084303	515.869697391506	-1.87014238572245	11.0616815379383	1.64126706860849	-3.64347097049199
-4.06497606998656	5.42029539675511	588.721537525869	-1.47601242082173	9.85872882630965	2.58896364916484	4.43843342955454
-4.33212116013286	11.3678241953156	312.749182450721	-1.74372085125355	10.9293630546229	2.58840030887931	-0.438461140692629
-5.69784924579184	13.8114346849378	596.090879960452	-1.3775360007451	10.9532683738679	4.32031324504674	-2.85816631106982
-6.55896423061274	11.4325074896702	479.07101909283	-2.45004250446865	10.9700986865881	4.1089217261441	-0.462408803082122
-7.09017921834709	18.1937014223261	611.680585303595	-6.61801012672409	13.4423702313438	0.472169091623	-4.75133119098229
-7.645231383147	13.6253391950819	379.391475302098	-5.02571057629017	12.2497531207611	2.61952080685683	-1.37558607432082
-7.97913454916132	12.6110174188952	369.858604305833	-5.08161564113034	12.0441850219589	2.89751890803098	-0.566832396936205
-8.89905996049923	8.43731555009309	381.332118901301	-5.57460513433472	9.38489672315871	3.32445482616452	0.947581173065624
-9.83234529216278	16.5654259090742	389.970521529557	-7.7543726062253	14.122785308538	2.07797268593748	-2.44264060053624
0.0658734217876137	5.82174804930117	470.551194967466	-0.709641771843091	9.98957088785893	-0.775515193630705	4.16782283855777
0.392035023600393	7.26900173621754	321.503489615026	-0.574632145127962	9.7613686051234	-0.966667168728355	2.49236686890586
11.9525367419304	1.40159143191829	19.0491856474919	11.8557315387646	1.50909624118427	-0.09680520316582	0.107504809265977
