	sampleID	x	y
0	4351356658	31.651	-1.962
1	4351517878	-5.9	13.21
2	4351701338	-8.15	12.89
3	4351911796	38.948	-4.94
4	4351920659	9.455	0.384
5	4351934685	-8.15	12.89
6	4351957570	-9.53	8.48
7	4351964374	-9.53	8.48
8	4351965072	18.583	4.367
9	4352019164	13.558	4.341
10	4352024927	13.558	4.341
11	4352043431	-1.17	12.06
12	4352105361	13.714	8.394
13	4352139894	35.299	-23.716
14	4352143644	-15.9	13.55
15	4352149029	-15.649	11.957
16	4352194337	34.026	0.77
17	4352205080	-15.9	13.55
18	4352212860	14.442	5.747000000000001
19	4352218119	9.455	0.384
20	4352254854	-9.53	8.48
21	4352258763	-15.649	11.957
22	4352279378	-15.649	11.957
23	4352279496	8.7	3.7
24	4352288799	14.236	10.342
25	4352293540	21.017	4.283
26	4352293562	-9.53	8.48
27	4352311996	13.844	4.777
28	4352313173	-16.033	13.417
29	4352331088	-4.823	5.898
30	4352349420	-9.53	8.48
31	4352355804	13.558	4.341
32	4352358176	-4.535	11.235
33	4352363017	34.026	0.77
34	4352366816	-5.9	13.21
35	4352369405	-4.235	11.15
36	4352372145	18.583	4.367
37	4352373530	29.701	-0.7509999999999999
38	4352378593	-15.9	13.55
39	4352379917	8.7	3.7
40	4352381937	13.844	4.777
41	4352382749	38.948	-4.94
42	4352387782	-15.649	11.957
43	4352393368	-9.53	8.48
44	4352393620	21.017	4.283
45	4352400279	-15.9	13.55
46	4352417718	-4.823	5.898
47	4352418599	-14.917	13.567
48	4352430485	13.52	8.801
49	4352434635	-0.261	6.093999999999999
50	4352443089	9.455	0.384
51	4352453336	13.558	4.341
52	4352461552	-1.17	12.06
53	4352469654	-7.87	12.69
54	4352476528	-7.84	12.68
55	4352476935	-8.15	12.89
56	4352481349	13.558	4.341
57	4352503174	13.844	4.777
58	4352508189	38.948	-4.94
59	4352510310	-15.582	11.890999999999998
60	4352511162	39.909	-3.511
61	4352513804	13.505999999999998	9.119
62	4352516399	-14.917	13.567
63	4352518883	13.844	4.777
64	4352520247	-15.582	11.890999999999998
65	4352521795	-14.917	13.567
66	4352525720	-5.9	13.21
67	4352527178	-4.472	11.233
68	4352531126	-7.81	10.83
69	4352532111	13.302	-8.884
70	4352538568	11.515999999999998	3.972
71	4352539481	-15.9	13.55
72	4352540378	9.455	0.384
73	4352551972	-10.03	9.28
74	4352554157	34.026	0.77
75	4352557017	31.651	-1.962
76	4352558806	21.017	4.283
77	4352558898	35.299	-23.716
78	4352566004	-4.823	5.898
79	4352566226	-9.53	8.48
80	4352572771	11.5	3.516
81	4352574414	-4.823	5.898
82	4352574483	8.7	3.7
83	4352576359	10.868	5.726
84	4352578006	-4.823	5.898
85	4352579106	11.140999999999998	6.097
86	4352579194	-14.917	13.567
87	4352579240	-5.9	13.21
88	4352580467	10.457	5.479
89	4352587319	13.302	-8.884
90	4352587893	-4.472	11.233
91	4352588159	-14.917	13.567
92	4352588803	-4.535	11.235
93	4352591155	-14.917	13.567
94	4352592042	39.909	-3.511
95	4352592954	-4.535	11.235
96	4352594744	31.651	-1.962
97	4352596334	29.701	-0.7509999999999999
98	4352596399	35.299	-23.716
99	4352598169	-4.535	11.235
100	4352603126	9.721	4.055
101	4352603283	14.442	5.747000000000001
102	4352603679	-4.823	5.898
103	4352605033	35.299	-23.716
104	4352607255	-4.823	5.898
105	4352608941	13.302	-8.884
106	4352610546	-14.917	13.567
107	4352614678	9.455	0.384
108	4352617113	-8.45	11.88
109	4352621234	14.442	5.747000000000001
110	4352621763	-10.03	9.28
111	4352625565	-15.582	11.890999999999998
112	4352627599	34.026	0.77
113	4352631515	-4.235	11.15
114	4352631517	-15.649	11.957
115	4352632496	-1.774	4.912
116	4352634676	21.017	4.283
117	4352635244	-1.5490000000000002	5.609
118	4352635747	-15.9	13.55
119	4352636713	-15.9	13.55
120	4352641980	21.017	4.283
121	4352642677	39.909	-3.511
122	4352643774	-14.917	13.567
123	4352646769	18.583	4.367
124	4352648997	35.299	-23.716
125	4352655577	-4.472	11.233
126	4352656188	-8.45	11.88
127	4352656603	-14.917	13.567
128	4352657201	-4.235	11.15
129	4352657288	-16.033	13.417
130	4352657919	-14.917	13.567
131	4352659174	-14.917	13.567
132	4352659479	38.948	-4.94
133	4352662714	13.302	-8.884
134	4352662716	13.302	-8.884
135	4352664899	-4.535	11.235
136	4352665185	-4.535	11.235
137	4352669022	13.558	4.341
138	4352669089	35.299	-23.716
139	4352670662	39.909	-3.511
140	4352672556	-15.582	11.890999999999998
141	4352673195	-8.15	12.89
142	4352674121	-15.582	11.890999999999998
143	4352675113	-9.53	8.48
144	4352677628	34.026	0.77
145	4352679616	-4.823	5.898
146	4352680095	14.442	5.747000000000001
147	4352680606	-14.917	13.567
148	4352683185	9.455	0.384
149	4352687816	14.143	10.188
150	4352688236	-7.87	12.69
151	4352689907	-4.472	11.233
