"sampleID"	"kd_x"	"kd_y"	"gc_x"	"gc_y"
4353423352	-4.82131739815616	5.89713495375567	-4.74681102	5.86805284
4353423506	-4.83432415560357	5.89354604106793	-4.56567785	5.96637334
4353423556	-4.48865815659489	11.2315928523852	-4.46640472	11.20917811
4353423607	-9.53489095440562	8.47939326310946	-9.56940846	8.49821182
4353423617	39.9007825492852	-3.50946299109317	39.05044796	-3.3379891
4353423643	-4.36462082703986	11.1864542814424	-4.36148447	11.19110845
4353423700	-4.45084479839872	11.2205914497397	-3.55412079	10.92232444
4353424134	39.9139820698193	-3.51365717979769	39.89710404	-3.53570664
4353424187	-4.83564759139473	5.89974830117227	-4.43059798	5.92639781
4353424447	-0.254412448594862	6.08174722497968	-0.27550232	5.98074867
4353424632	-15.6102604451503	11.8904211272776	-14.10354309	11.1378556
4353424633	18.5453962696381	4.35938490486203	16.63569123	4.88132287
4353424946	18.573737137655	4.36887421153351	18.56331822	4.36663597
4353424988	13.5516346899598	4.34740207158536	13.4685011	4.30805851
4353425088	-10.0342641914499	9.28111611359943	-10.11174902	9.25958453
4353425089	-10.0055577423577	9.28012635910017	-9.73818927	9.18871468
4353425091	-7.81604799906652	10.8308236168965	-7.92109742	10.90034206
4353425185	-1.74807859310437	4.96637951690265	-1.83451827	5.31260331
4353425256	-15.5957880362224	11.896904955215	-15.65367888	11.90072716
4353425330	18.5869337583424	4.36525931132487	18.59796984	4.3967856
4353425522	31.679887384436	-1.96224215557625	31.6454011	-1.94605383
4353425553	13.8444965920806	4.76262641262159	13.85929888	4.65881436
4353425596	-4.49702823137242	11.2359584454287	-4.45473728	11.22845399
4353425597	-4.49286234543545	11.231412595335	-4.41260088	11.20666678
4353425716	-7.85989465671789	10.827495379825	-1.96756448	8.69693021
4353425780	13.5556332789323	4.33797705766483	13.70831729	4.41435167
4353425797	11.4663109403522	3.79460145099119	11.4023538	3.70461744
4353425871	34.0287685953685	0.774114281116434	33.4932381	0.867494
4353426067	21.0159885275675	4.28397086225061	21.03066702	4.29231339
4353426156	21.016371553516	4.28657469821978	20.90107185	4.35605006
4353426620	13.8382335412341	4.7627482531616	13.40882957	5.10593878
4353427170	18.5883984266517	4.36550258472861	18.34464722	4.37935636
4353427171	18.598019958504	4.36607215829333	18.5705927	4.3804539
4353427182	-0.29199263524544	6.06746515345372	0.54322306	5.74134577
4353427288	11.5277057565689	3.87911490711666	11.54610434	3.81885003
4353427927	-14.9190042883879	13.5685303429119	-14.79259451	13.41971478
4353427956	14.4408768779656	5.75248815795587	14.50565525	5.61296936
4353428150	31.6657195686118	-1.95807172797025	31.68869158	-1.95567839
4353428206	-14.9183963123068	13.5704047280867	-15.00575992	13.57631016
4353428207	-14.9132312101311	13.5690833702172	-14.88877819	13.55344614
4353428500	-15.8715066494801	13.5539330738804	-15.56455268	13.55551152
4353428561	-9.54569141097489	8.49894942932132	-8.9813483	8.34806694
4353428666	14.2280626611287	10.2491667586904	14.22393821	8.05919557
4353428766	13.3053508510002	-8.88041620499348	13.21751677	-8.96644148
4353428872	-14.9244664804614	13.5662585526589	-14.85237282	13.45611983
4353428873	-14.9656314609895	13.5770197941561	-14.77596277	13.37350955
4353428960	13.5538626831637	4.34047143079387	13.63225762	4.33537649
4353428999	-15.9547484605154	13.5068851695014	-15.96033215	13.44394021
4353429166	35.2938984605326	-23.7213352603628	35.36091411	-23.65912683
4353429510	14.4476739885882	5.7498738938255	14.46037857	5.73383845
4353429514	29.6988477452512	-0.753898046449033	29.53974366	-0.72603211
4353429519	-15.8979212871455	13.5500254728117	-15.87289765	13.52209462
4353429683	-15.9066890433668	13.5534856448132	-15.90724284	13.55361299
4353429981	35.3214295728222	-23.3869237029747	23.0517629	-11.99006631
4353429997	14.0495540731322	9.99989383846062	14.03969989	9.11251741
4353430023	10.921355505149	5.69938463111074	10.37830988	5.49475734
4353430099	-14.9171932113189	13.5689492225016	-14.97597788	13.55482168
4353430203	-4.83379041134991	5.90697018688125	-4.7438832	5.84501048
4353430251	-4.26922977949839	11.1576274757022	-4.08219771	11.0545654
4353430835	13.289356465965	-8.8988280086211	13.18803552	-8.87515296
4353431054	14.4433955017338	5.74634667084817	14.43448664	5.75415349
4353431136	-15.560043229887	11.9422182327467	-11.59066895	10.87564784
4353431226	-14.8765682186	13.5703579630234	-13.71138655	13.07295558
4353431824	13.3024280319781	-8.88518568003696	13.2982296	-8.88363533
4353431825	13.2957709436619	-8.88779916040975	13.28159536	-8.77988988
4353432020	13.560596054535	8.15114789214026	12.09981432	8.06625077
4353432056	13.4957492574638	7.27924598922359	13.9614789	6.9071543
4353432070	14.4557825679774	5.74430243845668	14.75587747	5.78808896
4353432131	-4.25050606679746	11.1523638986591	-4.4181891	11.16253949
4353432132	-4.24787015821463	11.1516790028283	-4.33129799	11.17304918
4353432259	-1.1380190410239	12.0580731186255	-0.73636692	11.96317424
4353432343	13.8212710286491	4.75072044783129	13.777009	4.60427588
4353432404	39.9069095301875	-3.50964410043012	39.68595249	-3.46240051
4353432510	-4.8334032279538	5.90371862981296	-3.37912541	5.78079413
4353432541	-15.6079510709755	11.9246245642248	-15.62199088	12.05898412
4353432610	-8.11866879607934	12.8383189396252	-8.33620489	12.56602492
4353433096	13.8572311692566	4.76779464103595	13.75835844	4.69094898
4353433097	13.8421822337318	4.77189276853423	13.72233135	4.7209162
4353433098	34.0290457006456	0.770614362344725	33.86911421	0.76771133
4353433284	35.2964632089114	-23.7159622013115	35.37481943	-23.67432234
4353433382	21.0421124795023	4.28067952715908	20.54107405	4.3418924
4353433439	14.4633716707252	5.74854935470816	14.06997581	5.73133815
4353433441	14.4611011972339	5.74108651626021	14.03854112	5.9017739
4353434048	-1.55796650744983	5.60789402342186	-1.52436985	5.51948998
4353434079	13.8367752306894	4.76094959628156	13.61905466	4.95167061
4353434454	10.4040801984337	2.6504333092976	10.52221982	3.43542555
4353434558	-14.9253241121412	13.553346683227	-14.45053585	13.00949805
4353434632	21.011489159153	4.26776222140458	21.35671941	3.75491777
4353434633	-14.9207747918056	13.5704647891209	-15.02265945	13.56031758
4353435116	21.0055561887604	4.28757862140206	20.60699	4.34628918
4353435164	34.0308236253375	0.770085463392262	34.08062601	0.79051329
4353435401	34.0107442555954	0.753952966367241	31.19927058	1.36766086
4353435488	13.8479302861702	4.76882459018972	13.8206082	4.76679625
