sampleID	x	y	kd_x	kd_y	gc_x	gc_y
4351736693	-15.9	13.55	-15.873634226374056	13.53960722329372	-15.756772119959999	13.515027101170812
4352341414	-15.9	13.55	-15.959741141151603	13.516687121654597	-15.922035387911064	13.502280048353377
4352455492	29.701	-0.7509999999999999	29.704668269743728	-0.7544753084947962	29.375796774446805	-0.6842583313275551
4352499701	-0.2189999999999999	5.667999999999999	-0.2555634842629226	5.749552523767507	-0.30742313040277885	5.780788532476282
4352541822	-4.823	5.898	-4.79592421278491	5.888091055865078	-4.751704710018048	5.855633210501085
4352550490	-4.235	11.15	-4.228066313933829	11.152013110508506	-4.393337889248711	11.187731985369318
4352575505	35.299	-23.716	35.30960997885321	-23.72368710016478	35.024668650116666	-23.402689423936096
4352719622	-1.774	4.912	-1.761852453151854	4.931966813669857	-1.6996988137612596	4.951949155154216
4352739318	14.442	5.747000000000001	14.429937718541384	5.747068783063224	14.500803786387571	5.742607575212196
4352755719	13.302	-8.884	13.320470266788266	-8.887010802013842	12.746601607110042	-8.262851460792575
4352757834	-4.235	11.15	-4.241679461971965	11.158122922574664	-4.27619760712786	11.172260988244924
4352757971	-15.9	13.55	-15.933035184470054	13.536817198841153	-15.923071630729533	13.509497505900057
4352770988	34.026	0.77	33.96613273855907	0.7805563669244036	33.930016353389874	0.7574779190511135
4352777475	-4.472	11.233	-4.487235437714394	11.237153157063968	-4.434174994396606	11.21599473419096
4352804576	-14.917	13.567	-14.927850534454295	13.566837418943262	-13.911458423947668	13.094877645866196
4352807619	-4.235	11.15	-4.278921777227223	11.173339308002875	-3.976637495734399	11.049619463738725
4352809971	38.948	-4.94	38.95737629348464	-4.925345898917211	38.61555178312036	-4.687096906318911
4352832097	-0.2189999999999999	5.667999999999999	-0.2095160186770615	5.683131938847505	-0.4092117671355487	5.677029894706814
4352843715	-4.472	11.233	-4.323043678551005	11.181388200907556	-4.337000997445858	11.186296128862978
4352854330	-4.535	11.235	-4.475602870060112	11.235772450288897	-4.140649265375702	11.121649288126612
4352872651	-4.535	11.235	-4.48318378313891	11.233459120388016	-4.416447382466759	11.21120439867321
4352897449	14.442	5.747000000000001	14.435039306954833	5.749421842317017	14.498304388953581	5.7358913762423
4352937682	-8.15	12.89	-8.16956216020695	12.8234841805305	-8.030868604138162	12.789969639071325
4352943645	14.442	5.747000000000001	14.438832334341043	5.748763330095083	14.512521847300537	5.734826417230615
4352946904	31.651	-1.962	31.657958600519702	-1.960474222572249	15.191569415178972	3.471989629665942
4352980501	-4.535	11.235	-4.473642856450753	11.234702310244984	-4.055561898034972	11.153441986208009
4352996043	14.193	10.102	14.218109196293048	10.234628981970182	14.230306745340807	10.194354332130377
4352998278	21.017	4.283	21.040777744741597	4.276893437620577	21.052281548256733	4.282742344858791
4353004084	-0.261	6.093999999999999	-0.265167653782651	6.0385101930903815	-0.06832687607661363	5.924472196495824
4353010279	-1.774	4.912	-1.7694996940783971	4.942507566199216	-1.6648976536575122	5.076644148342833
4353012142	35.299	-23.716	35.32546079195639	-23.72500873927033	35.38196554493342	-23.75188264684465
4353028360	-14.917	13.567	-14.921114915807236	13.567089379471064	-14.913606107420197	13.538841433760226
4353037258	-4.472	11.233	-4.391821029139202	11.211488254656754	-4.3691306746872565	11.198011289038313
4353043845	18.583	4.367	18.58460509743736	4.368585034731652	18.58127793773871	4.387242469319581
4353050093	-4.823	5.898	-4.790369126993855	5.889575102220178	-4.839517144734088	5.864685701413761
4353081380	-4.535	11.235	-4.464511208575044	11.230779386349637	-4.455986280546932	11.221771132426465
4353083215	-10.03	9.28	-9.97579593998992	9.172979454083595	-9.80903609641478	8.97477303456013
4353089142	13.844	4.777	13.819818697288945	4.754670704305086	13.80256930319311	4.7253347050670715
4353091472	-7.84	12.68	-8.172161800503101	12.889432772085405	-7.655811533331944	12.779675075349534
4353094707	-4.823	5.898	-4.796435297131107	5.888557107853263	-4.836058115716621	5.86563944107025
4353101533	-8.15	12.89	-8.138673949931874	12.84170655657797	-7.374686772873005	12.410412779272185
4353102371	-4.472	11.233	-4.483569410160688	11.234411586559055	-4.446071159543996	11.220619629563256
4353103832	-14.917	13.567	-14.921853263011602	13.56166069146908	-14.958779535498794	13.535475454288042
4353106414	14.442	5.747000000000001	14.432708577235204	5.750163851073749	14.490499045988985	5.735767867244423
4353106530	-1.774	4.912	-1.770529575311227	4.9009314256811125	-1.6617801742411913	4.967328926265023
4353107020	-14.917	13.567	-14.921429587457007	13.563343197118114	-14.91903355822836	13.540461614331495
4353123954	-4.472	11.233	-4.449130346269077	11.233464196515866	-3.723743597304778	11.025299033964032
4353130186	-9.53	8.48	-9.52366625288258	8.506498172891753	-9.630877138239377	8.621908680889444
4353137334	-10.03	9.28	-10.025289882811755	9.2766261398461	-10.058401139611174	9.257522544384612
4353141586	-4.235	11.15	-4.283007366980622	11.16994937753173	-4.3304441887558776	11.189387617400326
4353144315	-8.15	12.89	-8.198047142882306	12.901629784375483	-8.11215474762814	12.850953062769246
4353150968	-10.03	9.28	-10.03719907358299	9.282437152568392	-9.539607337994987	9.13805002115948
4353155902	39.909	-3.511	39.91069770825676	-3.5090997683724847	39.85670895735959	-3.5239133933678306
4353158241	-7.81	10.83	-7.826137131353373	10.84587645456514	-6.372750874248572	10.34444504399692
4353163941	-15.649	11.957	-15.5977741367522	11.902704583927012	-14.248809499551289	11.592243216353724
4353168514	18.583	4.367	18.588881958193564	4.377490754944023	18.572106971029413	4.387585033300484
4353175718	-15.582	11.890999999999998	-15.601093614155667	11.89667922016962	-12.904669515112554	11.013143019776061
4353175842	39.909	-3.511	39.88599289873356	-3.504246990148335	39.87717596283463	-3.54076420148003
4353177972	39.909	-3.511	39.90622854815903	-3.509618456345473	36.45711152635264	-2.4831040282582024
4353181737	-4.823	5.898	-4.8064831948105615	5.88838431761493	-4.855016689426992	5.872845365780003
4353185769	-15.9	13.55	-15.925892343687996	13.548433225225544	-15.890357070715812	13.51543147221109
4353189512	-6.13	13.2	-6.058096880146052	13.187811258810015	-5.225995610812937	12.793975825940773
4353191993	-8.16	12.9	-8.14292304554251	12.822689997255132	-7.537251841318382	12.644160807309401
4353192501	21.017	4.283	21.038579156548096	4.276207583528181	20.85525385486485	4.333055253550545
4353196030	-0.261	6.093999999999999	-0.2493322657603487	6.05873645713136	-0.24586468741701384	5.989007701450096
4353197673	-9.53	8.48	-9.52779503286242	8.48246016946031	-9.641243599124953	8.552377985349432
4353200892	18.583	4.367	18.59000181906481	4.368030813863717	18.5667410592367	4.3802820325939305
4353208708	13.302	-8.884	13.323109498125316	-8.888014029463376	13.35745802788214	-8.947281070466508
4353210799	-5.9	13.21	-5.900542019112149	13.20573275891586	-5.947355304677128	13.096200877482445
4353214003	34.026	0.77	33.96860486485335	0.7807894073393129	33.94306101158477	0.750299876144206
4353215137	13.302	-8.884	13.320339667770224	-8.88790143171835	13.05936801743147	-8.597029492998043
4353233663	39.909	-3.511	39.90709029601036	-3.509341576644589	39.87795443541276	-3.5394961829335463
4353235095	-1.5490000000000002	5.609	-1.7775449020914165	4.954955039252052	-1.3712228860937863	5.25147122500035
4353239192	13.558	4.341	13.567252022290589	4.350506636128641	13.0362124405241	4.551893170576717
4353240143	14.442	5.747000000000001	14.429509415462531	5.751272422596978	14.500609097670772	5.741906313324311
4353243066	-15.582	11.890999999999998	-15.593609364916995	11.898382030330056	-15.618677238500545	12.005902489316824
4353251034	9.455	0.384	35.27906420537347	-23.74338801381497	13.290842996383889	1.6127402261585138
4353254561	-0.2189999999999999	5.667999999999999	-0.2215013065139297	5.758555209558458	-0.24049936036592875	5.770818440299683
4353256474	11.140999999999998	6.097	10.871900641845414	5.729011539799858	10.681358171661987	5.555993474372445
