sampleID	x	y	kd_x	kd_y	gc_x	gc_y
4352194967	-7.81	10.83	-7.83060508033565	10.855734653964245	-6.957556301471462	10.701786804307943
4352262559	-5.9	13.21	-5.991704210840445	13.204091759947758	-5.6192274899698305	12.788965805033065
4352267289	35.299	-23.716	35.2888116138887	-23.7177585920035	34.86377496275476	-23.340292688289647
4352268337	-6.13	13.2	-6.045922708479588	13.192317199407515	-5.202877822835016	12.552360049976878
4352279679	-9.53	8.48	-9.521214101865995	8.4831835030685	-9.577021169671065	8.49404090066396
4352280398	-9.53	8.48	-9.532025348141964	8.486555956443723	-9.119061806104328	8.444557820496376
4352547894	21.017	4.283	21.02426615767553	4.287691918546005	21.098074288735827	4.300497084595724
4352553531	34.026	0.77	34.022783556822944	0.7744366759045578	33.96562201481426	0.5851075575341075
4352563341	-15.582	11.890999999999998	-15.60980257420395	11.931950828116577	-15.604971437660447	11.930163489903423
4352587358	38.948	-4.94	38.94480805403504	-4.935025120120797	36.422811904273104	-4.6978383943131
4352601213	-0.2189999999999999	5.667999999999999	-0.2176693956475368	5.749587027835595	-0.28122032767995475	5.764424715911587
4352716512	21.017	4.283	21.030273090274385	4.286361528112494	21.070773403423747	4.296263801872863
4352725313	18.583	4.367	18.5790728153475	4.377965037881365	18.608811802555575	4.373397270969112
4352738855	-4.472	11.233	-4.463758898240658	11.231642047052697	-4.434044438248252	11.223062639291879
4352754188	34.026	0.77	34.0267272431248	0.7737579076734864	34.11878863682372	0.7842062415077244
4352756770	-9.53	8.48	-9.526882123923285	8.482004824855611	-9.59014159893114	8.475871518291534
4352757699	-4.823	5.898	-4.808962905863825	5.904330437473007	-4.787335177617244	5.907789202361726
4352783974	-16.033	13.417	-15.93924826864592	13.532726048145348	-15.921819446677661	13.486094558224739
4352786298	-4.472	11.233	-4.442279158916834	11.22654658470864	-4.4253223146831715	11.215409657444615
4352806809	21.017	4.283	21.026972306999856	4.2965323576885	21.084683274749246	4.292350012077
4352812363	-7.81	10.83	-7.790389750073047	10.826374167481582	-7.796707421148844	10.826598248373898
4352812515	-15.9	13.55	-15.921109365660628	13.545987411950744	-15.877965711385338	13.53723980526742
4352816997	-4.472	11.233	-4.458234656413125	11.234818719979	-4.438426050132258	11.235152389626236
4352818582	-7.81	10.83	-7.803981089791503	10.827215576853892	-7.821479043066307	10.81079451762317
4352821684	-14.917	13.567	-14.933388483319389	13.574966678879804	-14.963515314676629	13.562955834292362
4352822949	29.701	-0.7509999999999999	29.70016035143181	-0.7558467711074615	29.78593915320903	-0.7680691616245029
4352831116	11.11	5.88	10.881730946781444	5.714715368721929	10.947923036302717	5.773803477859569
4352838652	-7.81	10.83	-7.807531434464821	10.838638061628853	-7.445801007050696	10.801196748983733
4352842291	-6.13	13.2	-6.105625394882261	13.192032342379791	-5.7987324047629905	13.067141395773655
4352846231	39.909	-3.511	39.91563475938002	-3.5079985851688926	39.91105171421334	-3.5237959747031917
